#                       fmin  ,   foE   ,   h'E   ,   foEs  ,   h'Es  ,   fbEs  ,   foF1  ,   h'F   ,   h'F2  ,   foF2  ,   fxF2  ,   M3F2  ,   fxI   ,   hpF2  ,   fxEs  ,   ftEs  ,   fxF1  ,   FSPR  ,   MUF   ,   Es1   ,   Es2   ,   Es    ,   W     
OK426,20240324110000:  338    ,     ----, 1100----,  520----,  980----,     ----,     ----,     ----, 2760----, 1250    , 1306----,     ----, 1268X   , 3685----,  546----,  580----,     ----, 9999----, 3330----,-----    ,-----    ,     ----,-----    
OK426,20240324111500:  404    ,     ----, 1100----,  420----, 1030----,     ----,     ----,     ----, 3180----, 1274    , 1334----,     ----, 1320X   , 3601----,  480----,  480----,     ----, 9999----, 3320----,-----    ,-----    ,     ----,-----    
OK426,20240324113000:  404    ,     ----, 1100----,  480----, 1030----,     ----,     ----,     ----, 3280----, 1354    , 1398----,     ----, 1356X   , 3634----,  540----,  540----,     ----,  120----, 3510----,-----    ,-----    ,     ----,-----    
OK426,20240324114500:  376    ,     ----, 1040----,  416----,  990----,     ----,     ----,     ----, 3400----, 1418    , 1410----,     ----, 1396X   , 3752----,  476----,  476----,     ----, 9999----, 3700----,-----    ,-----    ,     ----,-----    
OK426,20240324120000:  392    ,     ----, 1100----,  396----, 1050----,     ----,     ----,     ----, 3500----, 1442    , 1470----,     ----, 1456X   , 3593----,  456----,  456----,     ----,  120----, 3717----,-----    ,-----    ,     ----,-----    
OK426,20240324121500:  364    ,     ----, 1040----,  404----,  990----,     ----,     ----,     ----, 3460----, 1514    , 1530----,     ----, 1500X   , 3649----,  464----,  464----,     ----,     ----, 4066----,-----    ,-----    ,     ----,-----    
OK426,20240324123000:  392    ,     ----, 1100----,  432----, 1130----,     ----,     ----,     ----, 3340----, 1566    , 1666----,     ----, 1552X   , 3523----,  492----,  492----,     ----,     ----, 4268----,-----    ,-----    ,     ----,-----    
OK426,20240324124500:  392    ,     ----, 1100----,  408----, 1030----,     ----,     ----,     ----, 3180----, 1606    , 1630----,     ----, 1560X   , 3434----,  468----,  468----,     ----,     ----, 4421----,-----    ,-----    ,     ----,-----    
OK426,20240324130000:  234    ,     ----,  930----,  460----,  960----,  536----,     ----,     ----, 3020----, 1622    , 1662----,     ----, 1622X   , 3471----,  462----,  520----,     ----,     ----, 4476----,-----    ,-----    ,     ----,-----    
OK426,20240324131500:  364    ,     ----, 1100----,  428----,  990----,     ----,     ----,     ----, 3200----, 1630    , 1734----,     ----, 1668X   , 3211----,  488----,  488----,     ----,  132----, 4676----,-----    ,-----    ,     ----,-----    
OK426,20240324133000:  412    ,     ----, 1020----,  368----, 1030----,     ----,     ----,     ----, 3160----, 1634    , 1750----,     ----, 1644X   , 3053----,  428----,  428----,     ----,     ----, 4724----,-----    ,-----    ,     ----,-----    
OK426,20240324134500:  218    ,     ----,  980----,  320----,  960----,     ----,     ----,     ----, 3100----, 1634    , 1682----,     ----, 1632X   , 3136----,  418----,  380----,     ----,     ----, 4590----,-----    ,-----    ,     ----,-----    
OK426,20240324140000:  210    ,     ----,  930----,  444----,  960----,  509----,     ----,     ----, 2840----, 1534    , 1714----,     ----, 1648X   , 3319----,  430----,  504----,     ----,     ----, 4585----,-----    ,-----    ,     ----,-----    
OK426,20240324141500:  206    ,     ----,  930----,  440----,  960----,  505----,     ----,     ----, 3180----, 1642    , 1694----,     ----, 1674X   , 3432----,  438----,  500----,     ----,     ----, 4585----,-----    ,-----    ,     ----,-----    
OK426,20240324143000:  178    ,     ----,  930----,  432----,  960----,  502----,     ----,     ----, 3100----, 1654    , 1722----,     ----, 1656X   , 3381----,  426----,  492----,     ----,     ----, 4660----,-----    ,-----    ,     ----,-----    
OK426,20240324144500:  194    ,     ----,  920----,  412----,  980----,     ----,     ----,     ----, 2920----, 1722    , 1734----,     ----, 1676X   , 3371----,  402----,  472----,     ----,     ----, 4655----,-----    ,-----    ,     ----,-----    
OK426,20240324150000:  198    ,     ----,  920----,  424----,  980----,  498----,     ----,     ----, 3100----, 1650    , 1734----,     ----, 1696X   , 3411----,  462----,  484----,     ----,   96----, 4627----,-----    ,-----    ,     ----,-----F   
OK426,20240324151500:  214    ,     ----,  930----,  424----,  980----,     ----,     ----,     ----, 3080----, 1638    , 1506----,     ----, 1692X   , 3434----,  446----,  484----,     ----,   96----, 4621----,-----    ,-----    ,     ----,-----    
OK426,20240324153000:  206    ,     ----,  930----,  412----,  980----,     ----,     ----,     ----, 2980----, 1658    , 1686----,     ----, 1640X   , 3369----,  406----,  472----,     ----,     ----, 4592----,-----    ,-----    ,     ----,-----    
OK426,20240324154500:  194    ,     ----,  920----,  396----, 1000----,     ----,     ----,     ----, 2980----, 1670    , 1486----,     ----, 1652X   , 3477----,  394----,  456----,     ----,  108----, 4511----,-----    ,-----    ,     ----,-----    
OK426,20240324160000:  178    ,     ----,  930----,  388----,  980----,     ----,     ----,     ----, 2960----, 1622    , 1546----,     ----, 1620X   , 3360----,  398----,  448----,     ----,   72----, 4554----,-----    ,-----    ,     ----,-----    
OK426,20240324161500:  190    ,     ----,  930----,  380----, 1000----,  493----,     ----, 2780----, 2740----, 1514    , 1698----,     ----, 1620X   , 3352----,  382----,  440----,     ----,  156----, 4519----,-----    ,-----    ,     ----,-----    
OK426,20240324163000:  202    ,     ----,  980----,  368----, 1000----,     ----,     ----, 2740----, 3000----, 1606    , 1666----,     ----, 1604X   , 3339----,  366----,  428----,     ----,  144----, 4449----,-----    ,-----    ,     ----,-----    
OK426,20240324164500:  218    ,     ----, 1040----,  348----, 1000----,     ----,     ----, 2780----, 3020----, 1606    , 1622----,     ----, 1584X   , 3331----,  370----,  408----,     ----,  120----, 4508----,-----    ,-----    ,     ----,-----    
OK426,20240324170000:  166    ,     ----, 1040----,  348----, 1000----,     ----,     ----, 2720----, 2960----, 1630    , 1302----,     ----, 1620X   , 3290----,  366----,  408----,     ----,  156----, 4541----,-----    ,-----    ,     ----,-----    
OK426,20240324171500:  150    ,     ----,  930----,  336----, 1000----,  367----,     ----, 2700----, 3020----, 1582    , 1314----,     ----, 1620X   , 3257----,  358----,  396----,     ----,  108----, 4615----,-----    ,-----    ,     ----,-----    
OK426,20240324173000:  142    ,     ----,  980----,  312----,  980----,  416----,     ----, 2640----, 2960----, 1590    , 1202----,     ----, 1644X   , 3122----,  322----,  372----,     ----,   84----, 4714----,-----    ,-----    ,     ----,-----    
OK426,20240324174500:  162    ,     ----,  990----,  280----, 1020----,     ----,     ----, 2560----, 2940----, 1602    , 1654----,     ----, 1692X   , 3033----,  222----,  340----,     ----,  108----, 4820----,-----    ,-----    ,     ----,-----    
OK426,20240324180000:  150    ,     ----, 1100----,     ----,  980----,     ----,     ----, 2480----, 2780----, 1598    , 1678----,     ----, 1668X   , 2998----,  206----,     ----,     ----,  108----, 4907----,-----G   ,-----    ,     ----,-----    
OK426,20240324181500:  208    ,     ----, 1280----,     ----,     ----,     ----,     ----, 2360----, 2580----, 1590    , 1626----,     ----, 1576X   , 2957----,     ----,     ----,     ----,     ----, 5029----,-----G   ,-----    ,     ----,-----    
OK426,20240324183000:  184    ,     ----, 1160----,     ----,     ----,     ----,     ----, 2320----, 2480----, 1598    , 1618----,     ----, 1616X   , 2802----,     ----,     ----,     ----,  144----, 4939----,-----G   ,-----    ,     ----,-----    
OK426,20240324184500:  172    ,     ----,     ----,     ----,     ----,     ----,     ----, 2220----, 2380----, 1546    , 1566----,     ----, 1580X   , 2812----,     ----,     ----,     ----,  108----, 4846----,-----G   ,-----    ,     ----,-----    
OK426,20240324190000:  142    ,     ----,     ----,     ----,  980----,     ----,     ----, 2160----, 2300----, 1490    , 1534----,     ----, 1520X   , 2697----,  202----,     ----,     ----,  132----, 4713----,-----G   ,-----    ,     ----,-----    
OK426,20240324191500:  136    ,     ----,     ----,     ----,     ----,     ----,     ----, 2220----, 2780----, 1418    , 1490----,     ----, 1468X   , 3038----,     ----,     ----,     ----,   60----, 4209----,-----G   ,-----    ,     ----,-----    
OK426,20240324193000:  158    ,     ----, 1480----,  332----,  960----,     ----,     ----, 2460----, 2360----, 1358    ,  714----,     ----, 1348X   , 3192----,  238----,  392----,     ----,   48----, 3987----,-----    ,-----    ,     ----,-----F   
OK426,20240324194500:  154    ,     ----,  940----,     ----,  980----,     ----,     ----, 2640----, 2480----, 1334    , 1162----,     ----, 1348X   , 3247----,  210----,     ----,     ----,   60----, 3832----,-----G   ,-----    ,     ----,-----F   
OK426,20240324200000:  166    ,     ----,  960----,     ----,  980----,     ----,     ----, 2740----, 2640----, 1358    , 1354----,     ----, 1348X   , 3490----,  214----,     ----,     ----,   60----, 4077----,-----G   ,-----    ,     ----,-----    
OK426,20240324201500:  150    ,     ----,  960----,     ----,  980----,     ----,     ----, 2720----, 4880----,  682    , 1546----,     ----, 1372X   , 3109----,  202----,     ----,     ----,   84----, 4082----,-----G   ,-----    ,     ----,-----    
OK426,20240324203000:  158    ,     ----, 1000----,     ----,  980----,     ----,     ----, 2600----, 4720----,  750    , 1574----,     ----, 1492X   , 3216----,  210----,     ----,     ----,   96----, 4197----,-----G   ,-----    ,     ----,-----    
OK426,20240324204500:  136    ,     ----,     ----,     ----,     ----,     ----,     ----, 2420----, 6460----,  382    , 1190----,     ----, 1360X   , 3151----,     ----,     ----,     ----,  120----, 4174----,-----G   ,-----    ,     ----,-----    
OK426,20240324210000:  136    ,     ----,     ----,     ----,     ----,     ----,     ----, 2480----, 2420----, 1334    , 1366----,     ----, 1356X   , 3095----,     ----,     ----,     ----,   72----, 3893----,-----G   ,-----    ,     ----,-----    
OK426,20240324211500:  136    ,     ----,     ----,     ----,     ----,     ----,     ----, 2820----, 2560----, 1262    , 1270----,     ----, 1316X   , 3391----,     ----,     ----,     ----,   84----, 3546----,-----G   ,-----    ,     ----,-----    
OK426,20240324213000:  136    ,     ----,     ----,     ----,     ----,     ----,     ----, 3360----, 2540----, 1162    , 1250----,     ----, 1160X   , 3045----,     ----,     ----,     ----,   72----, 3423----,-----G   ,-----    ,     ----,-----    
OK426,20240324214500:  136    ,     ----,     ----,     ----,     ----,     ----,     ----, 2800----, 2400----, 1130    , 1198----,     ----, 1156X   , 3270----,     ----,     ----,     ----,   60----, 3280----,-----G   ,-----    ,     ----,-----    
OK426,20240324220000:  136    ,     ----,     ----,     ----,     ----,     ----,     ----, 3200----, 2420----, 1054    , 1090----,     ----, 1156X   , 3412----,     ----,     ----,     ----,  144----, 3073----,-----G   ,-----    ,     ----,-----    
OK426,20240324221500:  136    ,     ----,     ----,     ----,     ----,     ----,     ----, 2820----, 2740----, 1034    , 1090----,     ----, 1108X   , 3602----,     ----,     ----,     ----,  108----, 2871----,-----G   ,-----    ,     ----,-----F   
OK426,20240324223000:  136    ,     ----,     ----,     ----,     ----,     ----,     ----, 3160----, 2920----, 1014    , 1098----,     ----, 1076X   ,     ----,     ----,     ----,     ----,     ----,     ----,-----G   ,-----    ,     ----,-----    
OK426,20240324224500:  136    ,     ----,     ----,     ----,     ----,     ----,     ----, 3340----, 2940----,  986    , 1026----,     ----,  936X   , 3258----,     ----,     ----,     ----,   60----, 2730----,-----G   ,-----    ,     ----,-----    
OK426,20240324230000:  136    ,     ----,     ----,     ----,     ----,     ----,     ----, 3360----, 3040----,  994    , 1070----,     ----, 1056X   , 3576----,     ----,     ----,     ----,   60----, 2755----,-----G   ,-----    ,     ----,-----F   
OK426,20240324231500:  148    ,     ----,     ----,     ----,     ----,     ----,     ----, 3360----, 3160----, 1006    , 1062----,     ----,  948X   , 3319----,     ----,     ----,     ----,   60----, 2739----,-----G   ,-----    ,     ----,-----    
OK426,20240324233000:  136    ,     ----,     ----,     ----,     ----,     ----,     ----, 3240----, 3060----,  982    , 1050----,     ----, 1044X   , 3527----,     ----,     ----,     ----,   48----, 2764----,-----G   ,-----    ,     ----,-----    
OK426,20240324234500:  136    ,     ----,     ----,     ----,     ----,     ----,     ----, 3040----, 3140----, 1010    , 1110----,     ----, 1080X   , 3573----,     ----,     ----,     ----,   60----, 2817----,-----G   ,-----    ,     ----,-----F   
#                       fmin  ,   foE   ,   h'E   ,   foEs  ,   h'Es  ,   fbEs  ,   foF1  ,   h'F   ,   h'F2  ,   foF2  ,   fxF2  ,   M3F2  ,   fxI   ,   hpF2  ,   fxEs  ,   ftEs  ,   fxF1  ,   FSPR  ,   MUF   ,   Es1   ,   Es2   ,   Es    ,   W     
OK426,20240325000000:  136    ,     ----,     ----,     ----,     ----,     ----,     ----, 2940----, 3060----, 1062    , 1138----,     ----, 1096X   , 3362----,     ----,     ----,     ----,   96----, 2942----,-----G   ,-----    ,     ----,-----    
OK426,20240325001500:  136    ,     ----,     ----,     ----,     ----,     ----,     ----, 2780----, 2860----, 1098    , 1158----,     ----, 1120X   , 2785----,     ----,     ----,     ----,  120----, 3160----,-----G   ,-----    ,     ----,-----    
OK426,20240325003000:  162    ,     ----,  980----,  212----,  960----,     ----,     ----, 2560----, 2680----, 1090    , 1166----,     ----, 1120X   , 2681----,  218----,  272----,     ----,   84----, 3166----,-----    ,-----    ,     ----,-----    
OK426,20240325004500:  162    ,     ----,  920----,     ----,  940----,     ----,     ----, 2420----, 2460----, 1082    , 1150----,     ----, 1120X   , 2867----,  218----,     ----,     ----,   84----, 3222----,-----G   ,-----    ,     ----,-----    
OK426,20240325010000:  158    ,     ----,  920----,  268----,  960----,     ----,     ----, 2300----, 2340----, 1002    , 1094----,     ----, 1068X   , 2644----,  258----,  328----,     ----,   96----, 3328----,-----    ,-----    ,     ----,-----    
OK426,20240325011500:  158    ,     ----,  920----,  264----,  960----,     ----,     ----, 2240----, 2320----,  950    ,  982----,     ----,  932X   , 2390----,  278----,  324----,     ----,   84----, 3188----,-----    ,-----    ,     ----,-----    
OK426,20240325013000:  150    ,     ----,  860----,  276----,  940----,     ----,     ----, 2320----, 2280----,  906    ,  958----,     ----,  920X   , 2549----,  342----,  336----,     ----,   96----, 2915----,-----    ,-----    ,     ----,-----    
OK426,20240325014500:  150    ,     ----,  920----,  320----,  960----,     ----,     ----,     ----, 2320----,  838    ,  894----,     ----,  880X   , 2757----,  346----,  380----,     ----,   84----, 2650----,-----    ,-----    ,     ----,-----    
OK426,20240325020000:  154    ,     ----,  920----,  296----,  940----,     ----,     ----,     ----, 2800----,  734    ,  774----,     ----,  720X   , 3059----,  358----,  356----,     ----,   48----, 2035----,-----    ,-----    ,     ----,-----    
OK426,20240325021500:  146    ,     ----,  930----,  300----,  940----,     ----,     ----,     ----, 3460----,  606    ,  658----,     ----,  596X   ,     ----,  334----,  360----,     ----,   84----,     ----,-----    ,-----    ,     ----,-----    
OK426,20240325023000:  158    ,     ----,  860----,  236----,  960----,     ----,     ----,     ----, 4160----,  538    ,  590----,     ----,  548X   ,     ----,  262----,  296----,     ----,     ----,     ----,-----    ,-----    ,     ----,-----    
OK426,20240325024500:  158    ,     ----,  860----,  224----,  960----,     ----,     ----,     ----, 4100----,  526    ,  578----,     ----,  484X   , 7871----,  230----,  284----,     ----, 9999----, 2113----,-----    ,-----    ,     ----,-----    
OK426,20240325030000:  154    ,     ----,  920----,  204----,  960----,     ----,     ----,     ----, 4260----,  522    ,  578----,     ----,  536X   ,     ----,  242----,  264----,     ----, 9999----,     ----,-----    ,-----    ,     ----,-----F   
OK426,20240325031500:  150    ,     ----,  920----,  176----,  960----,     ----,     ----,     ----, 4040----,  542    ,  594----,     ----,  508X   , 4552----,  218----,  236----,     ----, 9999----, 1268----,-----    ,-----    ,     ----,-----    
OK426,20240325033000:  154    ,     ----,  920----,     ----,  980----,     ----,     ----,     ----, 3900----,  550    ,  618----,     ----,  592X   ,     ----,  218----,     ----,     ----,   96----,     ----,-----G   ,-----    ,     ----,-----    
OK426,20240325034500:  154    ,     ----,  900----,     ----,  980----,     ----,     ----,     ----, 3220----,  526    ,  594----,     ----,  580X   , 4212----,  206----,     ----,     ----, 9999----, 1315----,-----G   ,-----    ,     ----,-----    
OK426,20240325040000:  148    ,     ----, 1380----,     ----,     ----,     ----,     ----,     ----, 3400----,  518    ,  582----,     ----,  568X   ,     ----,     ----,     ----,     ----,   72----,     ----,-----G   ,-----    ,     ----,-----    
OK426,20240325041500:  712    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 3800----,  522    ,  578----,     ----,  548X   ,     ----,     ----,     ----,     ----,   96----,     ----,-----G   ,-----    ,     ----,-----    
OK426,20240325043000:  142    ,     ----,     ----,     ----,  960----,     ----,     ----,     ----, 3180----,  510    ,  542----,     ----,  518X   , 4131----,  202----,     ----,     ----,     ----, 1279----,-----G   ,-----    ,     ----,-----F   
OK426,20240325044500:  150    ,     ----, 1000----,     ----,  960----,     ----,     ----,     ----, 3200----,  534    ,  578----,     ----,  520X   , 4008----,  206----,     ----,     ----,     ----, 1185----,-----G   ,-----    ,     ----,-----    
OK426,20240325050000:  148    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 3360----,  534    ,  594----,     ----,  540X   , 4048----,     ----,     ----,     ----,     ----, 1313----,-----G   ,-----    ,     ----,-----    
OK426,20240325051500:  148    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 3540----,  558    ,  578----,     ----,  560X   ,     ----,     ----,     ----,     ----,   84----,     ----,-----G   ,-----    ,     ----,-----F   
OK426,20240325053000:  196    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 3900----,  578    ,  606----,     ----,  596X   ,     ----,     ----,     ----,     ----,   84----,     ----,-----G   ,-----    ,     ----,-----    
OK426,20240325054500:  136    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 3700----,  598    ,  638----,     ----,  620X   , 4135----,     ----,     ----,     ----, 9999----, 1445----,-----G   ,-----    ,     ----,-----    
OK426,20240325060000:  136    ,     ----, 1340----,     ----,     ----,     ----,     ----,     ----, 3380----,  634    ,  670----,     ----,  596X   , 3661----,     ----,     ----,     ----,   96----, 1453----,-----G   ,-----    ,     ----,-----    
OK426,20240325061500:  148    ,     ----, 1300----,  172----, 1330----,     ----,     ----,     ----, 2760----,  682    ,  726----,     ----,  720X   , 3811----,  232----,  232----,     ----,   96----, 1775----,-----    ,-----    ,     ----,-----    
OK426,20240325063000:  136    ,     ----, 1280----,     ----,     ----,     ----,     ----,     ----, 2340----,  738    ,  794----,     ----,  780X   , 2957----,     ----,     ----,     ----,   84----, 2221----,-----G   ,-----    ,     ----,-----    
OK426,20240325064500:  158    ,     ----, 1220----,  240----,  980----,     ----,     ----,     ----, 2300----,  794    ,  858----,     ----,  856X   , 2787----,  250----,  300----,     ----,   48----, 2543----,-----    ,-----    ,     ----,-----    
OK426,20240325070000:  154    ,     ----, 1050----,  264----,  980----,     ----,     ----,     ----, 2160----,  790    ,  862----,     ----,  868X   , 2551----,  250----,  324----,     ----,   60----, 2677----,-----    ,-----    ,     ----,-----    
OK426,20240325071500:  150    ,     ----, 1050----,  272----, 1000----,     ----,     ----,     ----, 2080----,  742    ,  826----,     ----,  844X   , 2874----,  238----,  332----,     ----,   96----, 2335----,-----    ,-----    ,     ----,-----    
OK426,20240325073000:  158    ,     ----, 1290----,  292----,  980----,     ----,     ----, 2760----, 2280----,  770    ,  830----,     ----,  872X   , 3559----,  250----,  352----,     ----,   72----, 2298----,-----    ,-----    ,     ----,-----    
OK426,20240325074500:  158    ,     ----,  930----,  320----,  980----,     ----,     ----,     ----, 2360----,  874    ,  926----,     ----,  944X   , 3147----,  286----,  380----,     ----,   72----, 2625----,-----    ,-----    ,     ----,-----    
OK426,20240325080000:  150    ,     ----,  930----,  292----,  960----,     ----,     ----, 2960----, 2260----,  978    , 1022----,     ----, 1060X   , 3309----,  446----,  352----,     ----,  108----, 2738----,-----    ,-----    ,     ----,-----    
OK426,20240325081500:  174    ,     ----,  930----,  824----,  940----,     ----,     ----, 2800----, 2560----, 1090    , 1094----,     ----, 1132X   , 3109----,  806----,  884----,     ----,  132----, 3048----,-----    ,-----    ,     ----,-----    
OK426,20240325083000:  146    ,     ----,  930----,  360----,  980----,  402----,     ----, 2620----, 2360----, 1154    , 1134----,     ----, 1156X   , 3121----,  370----,  420----,     ----,   60----, 3317----,-----    ,-----    ,     ----,-----    
OK426,20240325084500:  150    ,     ----,  920----,  372----,  980----,  354----,     ----, 2540----, 2540----, 1210    , 1214----,     ----, 1244X   , 3105----,  390----,  432----,     ----,  108----, 3447----,-----    ,-----    ,     ----,-----    
OK426,20240325090000:  154    ,     ----,  920----,  396----,  980----,  468----,     ----, 2720----, 2580----, 1278    , 1298----,     ----, 1308X   , 2813----,  410----,  456----,     ----,  132----, 3785----,-----    ,-----    ,     ----,-----    
OK426,20240325091500:  174    ,     ----,  930----,  384----,  980----,     ----,     ----,     ----, 2440----, 1326    , 1314----,     ----, 1356X   , 3066----,  406----,  444----,     ----,  120----, 3873----,-----    ,-----    ,     ----,-----    
OK426,20240325093000:  182    ,     ----,  930----,  444----,  960----,  389----,     ----,     ----, 2520----, 1354    , 1306----,     ----, 1372X   , 2987----,  474----,  504----,     ----,   84----, 4060----,-----    ,-----    ,     ----,-----    
OK426,20240325094500:  186    ,     ----,  920----,  440----,  960----,  439----,     ----,     ----, 2500----, 1402    , 1434----,     ----, 1432X   , 2869----,  482----,  500----,     ----,   96----, 4036----,-----    ,-----    ,     ----,-----    
OK426,20240325100000:  206    ,     ----,  930----,  420----,  980----,  428----,     ----,     ----, 2640----, 1450    , 1482----,     ----, 1468X   , 3054----,  426----,  480----,     ----,  108----, 4186----,-----    ,-----    ,     ----,-----    
OK426,20240325101500:  230    ,     ----,  930----,  420----,  960----,  472----,     ----,     ----, 2400----, 1358    , 1502----,     ----, 1496X   , 3047----,  442----,  480----,     ----,   84----, 4310----,-----    ,-----    ,     ----,-----    
OK426,20240325103000:  214    ,     ----,  930----,  412----,  960----,  451----,     ----,     ----, 2620----, 1470    , 1494----,     ----, 1484X   , 3125----,  446----,  472----,     ----,   96----, 4271----,-----    ,-----    ,     ----,-----    
OK426,20240325104500:  218    ,     ----,  930----,  428----,  960----,  420----,     ----,     ----, 2580----, 1398    , 1406----,     ----, 1472X   , 3353----,  446----,  488----,     ----,  120----, 3997----,-----    ,-----    ,     ----,-----    
OK426,20240325110000:  214    ,     ----,  980----,  412----,  940----,     ----,     ----,     ----, 2500----, 1410    , 1394----,     ----, 1468X   , 2970----,  478----,  472----,     ----,  132----, 4115----,-----    ,-----    ,     ----,-----    
OK426,20240325111500:  202    ,     ----,  930----,  416----,  960----,     ----,     ----,     ----, 2580----, 1350    , 1498----,     ----, 1458X   , 3251----,  450----,  476----,     ----,     ----, 4128----,-----    ,-----    ,     ----,-----    
OK426,20240325113000:  214    ,     ----, 1040----,  400----,  820----,     ----,     ----,     ----, 2520----, 1434    , 1486----,     ----, 1462X   , 3254----,  390----,  460----,     ----,     ----, 4103----,-----    ,-----    ,     ----,-----    
OK426,20240325114500:  214    ,     ----,  930----,  408----,  960----,     ----,     ----,     ----, 2680----, 1350    , 1362----,     ----, 1448X   , 3464----,  438----,  468----,     ----,     ----, 3978----,-----    ,-----    ,     ----,-----    
OK426,20240325120000:  230    ,     ----,  980----,  428----,  940----,     ----,     ----,     ----, 3120----, 1506    , 1530----,     ----, 1468X   , 3533----,  446----,  488----,     ----,     ----, 3999----,-----    ,-----    ,     ----,-----    
OK426,20240325121500:  226    ,     ----,  980----,  376----,  800----,     ----,     ----,     ----, 3200----, 1530    , 1566----,     ----, 1568X   , 3535----,  386----,  436----,     ----, 9999----, 4286----,-----    ,-----    ,     ----,-----    
OK426,20240325123000:  198    ,     ----,  920----,  324----,  980----,     ----,     ----,     ----, 3280----, 1578    , 1634----,     ----, 1584X   , 3487----,  366----,  384----,     ----,   84----, 4351----,-----    ,-----    ,     ----,-----    
OK426,20240325124500:  238    ,     ----,  930----,  336----,  980----,     ----,     ----,     ----, 2920----, 1662    , 1718----,     ----, 1668X   , 3445----,  378----,  396----,     ----,  120----, 4517----,-----    ,-----    ,     ----,-----    
OK426,20240325130000:  234    ,     ----,  980----,  388----,  960----,     ----,     ----,     ----, 3120----, 1698    , 1726----,     ----, 1668X   , 3450----,  398----,  448----,     ----,  132----, 4537----,-----    ,-----    ,     ----,-----    
OK426,20240325131500:  230    ,     ----,  920----,  476----,  960----,     ----,     ----,     ----, 3320----, 1678    , 1754----,     ----, 1676X   , 3624----,  486----,  536----,     ----,     ----, 4757----,-----    ,-----    ,     ----,-----    
OK426,20240325133000:  250    ,     ----,  920----,  472----,  960----,     ----,     ----,     ----, 3180----, 1690    , 1718----,     ----, 1744X   ,     ----,  490----,  532----,     ----, 9999----,     ----,-----    ,-----    ,     ----,-----    
OK426,20240325134500:  226    ,     ----,  930----,  480----,  980----,     ----,     ----,     ----, 3200----, 1702    , 1766----,     ----, 1744X   , 3370----,  382----,  540----,     ----, 9999----, 4750----,-----    ,-----    ,     ----,-----    
OK426,20240325140000:  218    ,     ----,  870----,  488----,  960----,     ----,     ----,     ----, 3220----, 1706    , 1786----,     ----, 1738X   , 3498----,  374----,  548----,     ----,     ----, 4807----,-----    ,-----    ,     ----,-----    
OK426,20240325141500:  230    ,     ----,  860----,  360----,  960----,     ----,     ----,     ----, 3240----, 1758    , 1814----,     ----, 1758X   , 3481----,  378----,  420----,     ----,     ----, 4994----,-----    ,-----    ,     ----,-----    
OK426,20240325143000:  202    ,     ----,  920----,  480----,  980----,     ----,     ----,     ----, 3140----, 1874    , 1882----,     ----, 1832X   ,     ----,  502----,  540----,     ----, 9999----,     ----,-----    ,-----    ,     ----,-----    
OK426,20240325144500:  210    ,     ----,  870----,  552----,  900----,  524----,     ----,     ----, 3180----, 1814    , 1878----,     ----, 1842X   , 3321----,  530----,  612----,     ----,     ----, 5260----,-----    ,-----    ,     ----,-----    
OK426,20240325150000:  186    ,     ----,  920----,  428----,  940----,     ----,     ----,     ----, 3200----, 1834    , 1918----,     ----, 1916X   ,     ----,  434----,  488----,     ----,   48----,     ----,-----    ,-----    ,     ----,-----    
OK426,20240325151500:  186    ,     ----,  860----,  340----,  940----,     ----,     ----,     ----, 2480----, 1118    , 1894----,     ----, 1868X   , 3308----,  386----,  400----,     ----,   72----, 5247----,-----    ,-----    ,     ----,-----    
OK426,20240325153000:  178    ,     ----,  920----,  328----,  960----,     ----,     ----,     ----, 3060----, 1834    ,  950----,     ----, 1856X   , 3366----,  362----,  388----,     ----,   72----, 5155----,-----    ,-----    ,     ----,-----    
OK426,20240325154500:  404    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 3340----, 1818    , 1874----,     ----, 1824X   , 3362----,     ----,     ----,     ----,     ----, 5100----,-----G   ,-----    ,     ----,-----    
OK426,20240325160000:  174    ,     ----,  870----,  292----, 1000----,     ----,     ----,     ----, 5800----, 1594    , 1862----,     ----, 1832X   , 3278----,  350----,  352----,     ----, 9999----, 5164----,-----    ,-----    ,     ----,-----    
OK426,20240325161500:  158    ,     ----,  980----,  344----, 1000----,     ----,     ----, 2960----, 3080----, 1826    , 1886----,     ----, 1828X   , 3291----,  362----,  404----,     ----,     ----, 5182----,-----    ,-----    ,     ----,-----    
OK426,20240325163000:  150    ,     ----,  920----,  324----, 1000----,     ----,     ----, 2700----, 5640----, 1494    , 1618----,     ----, 1858X   , 3301----,  354----,  384----,     ----,     ----, 5243----,-----    ,-----    ,     ----,-----    
OK426,20240325164500:  150    ,     ----,  870----,  312----, 1000----,     ----,     ----, 2700----, 2980----, 1818    , 1578----,     ----, 1858X   , 3157----,  330----,  372----,     ----,     ----, 5388----,-----    ,-----    ,     ----,-----    
OK426,20240325170000:  146    ,     ----,  990----,  292----,  960----,     ----,     ----, 2640----, 2080----,  746    , 1918----,     ----, 1860X   , 3227----,  274----,  352----,     ----,     ----, 5314----,-----    ,-----    ,     ----,-----    
