#                       fmin  ,   foE   ,   h'E   ,   foEs  ,   h'Es  ,   fbEs  ,   foF1  ,   h'F   ,   h'F2  ,   foF2  ,   fxF2  ,   M3F2  ,   fxI   ,   hpF2  ,   fxEs  ,   ftEs  ,   fxF1  ,   FSPR  ,   MUF   ,   Es1   ,   Es2   ,   Es    ,   W     
OK426,20240323044500:  158    ,     ----,  900----,     ----,  980----,     ----,     ----,     ----, 2300----,  698    ,  774----,     ----,  708X   , 2794----,  218----,     ----,     ----,   48----, 2049----,-----G   ,-----    ,     ----,-----    
OK426,20240323050000:  154    ,     ----, 1000----,  176----,  960----,     ----,     ----, 2580----, 2220----,  662    ,  742----,     ----,  756X   , 2713----,  234----,  236----,     ----,   96----, 2246----,-----    ,-----    ,     ----,-----    
OK426,20240323051500:  158    ,     ----,  920----,  224----,  960----,     ----,     ----,     ----, 2160----,  602    ,  710----,     ----,  716X   , 2888----,  214----,  284----,     ----,   48----, 1995----,-----    ,-----    ,     ----,-----    
OK426,20240323053000:  154    ,     ----,  920----,  228----,  960----,     ----,     ----,     ----, 2180----,  542    ,  630----,     ----,  596X   , 2226----,  238----,  288----,     ----,   96----, 2079----,-----    ,-----    ,     ----,-----    
OK426,20240323054500:  154    ,     ----,  980----,  180----,  980----,     ----,     ----,     ----, 2180----,  518    ,  590----,     ----,  608X   , 2781----,  230----,  240----,     ----,   84----, 1599----,-----    ,-----    ,     ----,-----    
OK426,20240323060000:  162    ,     ----,  940----,     ----,  980----,     ----,     ----,     ----, 2240----,  534    ,  602----,     ----,  596X   , 3144----,  214----,     ----,     ----,   84----, 1592----,-----G   ,-----    ,     ----,-----    
OK426,20240323061500:  158    ,     ----,  920----,     ----,  980----,     ----,     ----,     ----, 2340----,  562    ,  630----,     ----,  596X   , 2490----,  218----,     ----,     ----,   36----,     ----,-----G   ,-----    ,     ----,-----    
OK426,20240323063000:  150    ,     ----, 1480----,     ----,  980----,     ----,     ----,     ----, 2240----,  630    ,  710----,     ----,  716X   , 2882----,  206----,     ----,     ----,   84----, 2035----,-----G   ,-----    ,     ----,-----    
OK426,20240323064500:  138    ,     ----, 1140----,     ----,  980----,     ----,     ----,     ----, 2100----,  706    ,  798----,     ----,  780X   , 2524----,  198----,     ----,     ----,   84----, 2157----,-----G   ,-----    ,     ----,-----    
OK426,20240323070000:  158    ,     ----, 1160----,  168----,  980----,     ----,     ----,     ----, 2040----,  806    ,  858----,     ----,  856X   , 2549----,  242----,  228----,     ----,   96----, 2578----,-----    ,-----    ,     ----,-----    
OK426,20240323071500:  150    ,     ----,  980----,  184----,  980----,     ----,     ----, 2400----, 2040----,  870    ,  938----,     ----,  920X   , 2421----,  226----,  244----,     ----,   72----, 2919----,-----    ,-----    ,     ----,-----    
OK426,20240323073000:  166    ,     ----, 1170----,  252----, 1000----,     ----,     ----, 2240----, 2140----,  946    ,  958----,     ----,  948X   , 2425----,  218----,  312----,     ----,   72----, 3091----,-----    ,-----    ,     ----,-----    
OK426,20240323074500:  154    ,     ----,  930----,  284----,  980----,     ----,     ----, 2260----, 2080----,  954    , 1026----,     ----, 1020X   , 2465----,  274----,  344----,     ----,   96----, 3200----,-----    ,-----    ,     ----,-----    
OK426,20240323080000:  146    ,     ----,  980----,  300----,  940----,     ----,     ----, 2180----, 2160----,  994    , 1078----,     ----, 1060X   , 2633----,  442----,  360----,     ----,   84----, 3327----,-----    ,-----    ,     ----,-----    
OK426,20240323081500:  154    ,     ----,  930----,  316----,  980----,     ----,     ----, 2160----, 2160----, 1082    , 1118----,     ----, 1096X   , 2553----,  326----,  376----,     ----,   72----, 3476----,-----    ,-----    ,     ----,-----    
OK426,20240323083000:  170    ,     ----,  980----,  328----, 1000----,     ----,     ----, 2140----, 2200----, 1106    , 1118----,     ----, 1132X   , 2588----,  366----,  388----,     ----,   84----, 3475----,-----    ,-----    ,     ----,-----    
OK426,20240323084500:  150    ,     ----,  930----,  344----, 1000----,  371----,     ----, 2300----, 2220----, 1130    , 1150----,     ----, 1156X   , 2658----,  370----,  404----,     ----,   84----, 3693----,-----    ,-----    ,     ----,-----    
OK426,20240323090000:  178    ,     ----,  930----,  336----,  980----,     ----,     ----, 2320----, 2260----, 1138    , 1154----,     ----, 1168X   , 2679----,  374----,  396----,     ----,   84----, 3643----,-----    ,-----    ,     ----,-----    
OK426,20240323091500:  214    ,     ----,  930----,  396----,  980----,     ----,     ----,     ----, 2320----, 1146    , 1150----,     ----, 1168X   , 2599----,  406----,  456----,     ----,   84----, 3719----,-----    ,-----    ,     ----,-----    
OK426,20240323093000:  162    ,     ----,  930----,  412----,  980----,  409----,     ----,     ----, 2280----, 1114    , 1130----,     ----, 1156X   , 2718----,  398----,  472----,     ----,  108----, 3559----,-----    ,-----    ,     ----,-----    
OK426,20240323094500:  218    ,     ----,  930----,  424----,  980----,     ----,     ----,     ----, 2280----, 1074    , 1070----,     ----, 1132X   , 2628----,  426----,  484----,     ----,   84----, 3203----,-----    ,-----    ,     ----,-----    
OK426,20240323100000:  202    ,     ----,  930----,  428----,  980----,  435----,     ----,     ----, 2340----, 1078    , 1102----,     ----, 1156X   , 3187----,  414----,  488----,     ----,   96----, 3136----,-----    ,-----    ,     ----,-----    
OK426,20240323101500:  504    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 2580----, 1162    , 1174----,     ----, 1148X   , 3177----,     ----,     ----,     ----,     ----, 3119----,-----G   ,-----    ,     ----,-----F   
OK426,20240323103000:  616    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 3040----, 1198    , 1242----,     ----, 1232X   , 3205----,     ----,     ----,     ----,  108----, 3236----,-----G   ,-----    ,     ----,-----    
OK426,20240323104500:  564    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 3020----, 1242    , 1290----,     ----, 1284X   , 3513----,     ----,     ----,     ----,  120----, 3465----,-----G   ,-----    ,     ----,-----    
OK426,20240323110000:  552    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 2920----, 1338    , 1330----,     ----, 1320X   , 3429----,     ----,     ----,     ----,     ----, 3627----,-----G   ,-----    ,     ----,-----    
OK426,20240323111500:  540    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 3140----, 1370    , 1390----,     ----, 1392X   , 3501----,     ----,     ----,     ----,  132----, 3757----,-----G   ,-----    ,     ----,-----    
OK426,20240323113000:  540    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 3080----, 1410    , 1434----,     ----, 1432X   , 3394----,     ----,     ----,     ----,   84----, 3921----,-----G   ,-----    ,     ----,-----    
OK426,20240323114500:  492    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 3120----, 1458    , 1502----,     ----, 1448X   , 3319----,     ----,     ----,     ----,     ----, 4121----,-----G   ,-----    ,     ----,-----    
OK426,20240323120000:  492    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 3280----, 1502    , 1554----,     ----, 1496X   , 3511----,     ----,     ----,     ----,   96----, 4167----,-----G   ,-----    ,     ----,-----    
OK426,20240323121500:  492    ,     ----, 1080----,     ----,     ----,     ----,     ----,     ----, 3180----, 1530    , 1566----,     ----, 1568X   , 3366----,     ----,     ----,     ----,  120----, 4328----,-----G   ,-----    ,     ----,-----    
OK426,20240323123000:  464    ,     ----, 1040----,  528----, 1530----,     ----,     ----,     ----, 3180----, 1678    , 1694----,     ----, 1572X   , 3337----,  588----,  588----,     ----,     ----, 4453----,-----    ,-----    ,     ----,-----    
OK426,20240323124500:  488    ,     ----, 1160----,  448----, 1610----,     ----,     ----,     ----, 3200----, 1718    , 1782----,     ----, 1640X   , 3274----,  508----,  508----,     ----,     ----, 4607----,-----    ,-----    ,     ----,-----    
OK426,20240323130000:  488    ,     ----, 1140----,  532----, 1550----,     ----,     ----,     ----, 3060----, 1702    , 1726----,     ----, 1671X   , 3290----,  592----,  592----,     ----,     ----, 4685----,-----    ,-----    ,     ----,-----    
OK426,20240323131500:  340    ,     ----,  990----,  536----, 1370----,     ----,     ----,     ----, 2960----, 1770    , 1746----,     ----, 1700X   , 3477----,  596----,  596----,     ----,     ----, 4664----,-----    ,-----    ,     ----,-----    
OK426,20240323133000:  476    ,     ----, 1060----,  444----, 1510----,     ----,     ----,     ----, 6340----, 1514    , 1778----,     ----, 1756X   ,     ----,  504----,  504----,     ----,   48----,     ----,-----    ,-----    ,     ----,-----    
OK426,20240323134500:  328    ,     ----,  980----,  332----, 1070----,     ----,     ----,     ----, 3240----, 1802    , 1874----,     ----, 1736X   , 3625----,  392----,  392----,     ----,     ----, 4785----,-----    ,-----    ,     ----,-----    
OK426,20240323140000:  340    ,     ----,  980----,  412----, 1650----,     ----,     ----,     ----, 3280----, 1862    , 1946----,     ----, 1756X   , 3466----,  472----,  472----,     ----,     ----, 4939----,-----    ,-----    ,     ----,-----    
OK426,20240323141500:  316    ,     ----, 1040----,  344----,  990----,     ----,     ----,     ----, 3420----, 1790    , 1882----,     ----, 1856X   ,     ----,  404----,  404----,     ----, 9999----,     ----,-----    ,-----    ,     ----,-----    
OK426,20240323143000:  182    ,     ----,  930----,  328----,  960----,     ----,     ----,     ----, 3420----, 1854N   , 1918----,     ----, 1892X   ,     ----,  374----,  388----,     ----,     ----,     ----,-----    ,-----    ,     ----,-----    
OK426,20240323144500:  214    ,     ----,  990----,  368----,  960----,     ----,     ----,     ----, 3200----, 1866    , 1914----,     ----, 1932X   , 3319----,  394----,  428----,     ----, 9999----, 5320----,-----    ,-----    ,     ----,-----    
OK426,20240323150000:  218    ,     ----,  990----,  440----,  980----,     ----,     ----,     ----, 3140----, 1862    , 1938----,     ----, 1879X   , 3372----,  374----,  500----,     ----,     ----, 5280----,-----    ,-----    ,     ----,-----    
OK426,20240323151500:  194    ,     ----,  930----,  376----,  980----,     ----,     ----,     ----, 3160----, 1854    , 1578----,     ----, 1868X   , 3609----,  370----,  436----,     ----,     ----, 5173----,-----    ,-----    ,     ----,-----    
OK426,20240323153000:  214    ,     ----,  930----,  432----,  980----,     ----,     ----,     ----, 3320----, 1858    , 1946----,     ----, 1920X   ,     ----,  378----,  492----,     ----,   84----,     ----,-----    ,-----    ,     ----,-----    
OK426,20240323154500:  182    ,     ----, 1230----,  444----,  980----,     ----,     ----,     ----, 3060----, 1842    , 1934----,     ----, 1892X   , 3347----,  386----,  504----,     ----,   96----, 5215----,-----    ,-----    ,     ----,-----    
OK426,20240323160000:  162    ,     ----,  930----,  420----, 1000----,     ----,     ----,     ----, 3280----, 1818    , 1930----,     ----, 1878X   , 3248----,  386----,  480----,     ----,     ----, 5375----,-----    ,-----    ,     ----,-----    
OK426,20240323161500:  392    ,     ----,     ----,     ----,     ----,     ----,     ----, 2780----, 2940----, 1830    , 1922----,     ----, 1882X   , 3229----,     ----,     ----,     ----,     ----, 5419----,-----G   ,-----    ,     ----,-----    
OK426,20240323163000:  268    ,     ----, 1050----,  296----, 1250----,     ----,     ----, 2700----, 2860----, 1822    , 1910----,     ----, 1880X   , 3248----,  356----,  356----,     ----,   96----, 5301----,-----    ,-----    ,     ----,-----    
OK426,20240323164500:  256    ,     ----, 1100----,  328----, 1190----,     ----,     ----, 2620----, 5500----, 1386    , 1590----,     ----, 1856X   , 3180----,  388----,  388----,     ----,  144----, 5292----,-----    ,-----    ,     ----,-----    
OK426,20240323170000:  182    ,     ----,  990----,  408----, 1000----,  409----,     ----, 2540----, 2820----, 1738    , 1862----,     ----, 1796X   , 3152----,  394----,  468----,     ----,  180----, 5199----,-----    ,-----    ,     ----,-----    
OK426,20240323171500:  150    ,     ----,  990----,  420----,  980----,  342----,     ----, 2460----, 2760----, 1722    , 1818----,     ----, 1780X   , 3203----,  426----,  480----,     ----,  144----, 5088----,-----    ,-----    ,     ----,-----    
OK426,20240323173000:  130    ,     ----,  870----,  460----,  960----,  363----,     ----, 2400----, 2480----,  842    , 1138----,     ----, 1744X   , 3030----,  462----,  520----,     ----,  144----, 5034----,-----    ,-----    ,     ----,-----    
OK426,20240323174500:  142    ,     ----,  870----,  432----,  820----,  312----,     ----, 2460----, 2320----, 1170    , 1494----,     ----, 1708X   , 3130----,  422----,  492----,     ----,     ----, 4868----,-----    ,-----    ,     ----,-----    
OK426,20240323180000:  130    ,     ----,  800----,  484----,  920----,  312----,     ----, 2480----, 2880----, 1638    , 1426----,     ----, 1692X   , 3093----,  506----,  544----,     ----,  132----, 4790----,-----    ,-----    ,     ----,-----    
OK426,20240323181500:  134    ,     ----,  870----,  472----,  940----,  309----,     ----, 2400----, 2340----, 1218    , 1114----,     ----, 1688X   , 3202----,  458----,  532----,     ----,  132----, 4748----,-----    ,-----    ,     ----,-----    
OK426,20240323183000:  142    ,     ----,  920----,  472----,  920----,  309----,     ----, 2400----, 2280----, 1158    , 1186----,     ----, 1628X   , 3079----,  514----,  532----,     ----,   72----, 4806----,-----    ,-----    ,  300----,-----    
OK426,20240323184500:  150    ,     ----,  980----,  540----,  940----,     ----,     ----, 2400----, 2480----, 1618    , 1754----,     ----, 1580X   , 2961----,  530----,  600----,     ----,   84----, 4788----,-----    ,-----    ,     ----,-----    
OK426,20240323190000:  134    ,     ----,  860----,  508----,  920----,  331----,     ----, 2380----, 2640----, 1562    , 1178----,     ----, 1412X   , 2555----,  494----,  568----,     ----,  120----, 4834----,-----    ,-----    ,     ----,-----    
OK426,20240323191500:  142    ,     ----,  980----,  532----,  920----,  309----,     ----, 2400----, 2760----, 1558    , 1586----,     ----, 1520X   , 2903----,  538----,  592----,     ----,   84----, 4822----,-----    ,-----    ,  200----,-----    
OK426,20240323193000:  146    ,     ----,  860----,  492----,  920----,     ----,     ----, 2400----, 2520----, 1514    , 1550----,     ----, 1520X   , 3077----,  490----,  552----,     ----,  132----, 4606----,-----    ,-----    ,     ----,-----    
OK426,20240323194500:  158    ,     ----,  920----,  328----,  960----,     ----,     ----, 2180----, 2320----, 1482    , 1490----,     ----, 1504X   , 2878----,  322----,  388----,     ----,  108----, 4492----,-----    ,-----    ,     ----,-----    
OK426,20240323200000:  150    ,     ----,  860----,  384----,  820----,     ----,     ----, 2800----, 2240----, 1142    , 1282----,     ----, 1348X   , 3131----,  390----,  444----,     ----,   48----, 3950----,-----    ,-----    ,     ----,-----F   
OK426,20240323201500:  154    ,     ----,  920----,  360----,  980----,     ----,     ----, 2240----, 2260----, 1070    , 1266----,     ----, 1160X   , 2843----,  362----,  420----,     ----,   96----, 3555----,-----    ,-----    ,     ----,-----F   
OK426,20240323203000:  146    ,     ----,  860----,  500----,  920----,  309----,     ----, 2820----, 2360----, 1122    , 1178----,     ----, 1148X   , 3433----,  526----,  560----,     ----,  120----, 3402----,-----    ,-----    ,  200----,-----    
OK426,20240323204500:  150    ,     ----,  920----,  536----,  920----,     ----,     ----, 3240----, 2480----, 1034    , 1062----,     ----, 1168X   , 3435----,  534----,  596----,     ----,     ----, 3163----,-----    ,-----    ,  200----,-----    
OK426,20240323210000:  130    ,     ----,  920----,  780----,  920----,  439----,     ----, 1980----, 3020----, 1046    , 1122----,     ----, 1646X   ,     ----,  866----,  840----,     ----,     ----,     ----,-----    ,-----    ,     ----,-----    
OK426,20240323211500:  138    ,     ----,  920----,  720----,  940----,  309----,     ----, 1920----, 3160----, 1022    , 1010----,     ----,  948X   , 3884----,  738----,  780----,     ----,   60----, 2436----,-----    ,-----    ,     ----,-----    
OK426,20240323213000:  146    ,     ----,  930----,  644----,  920----,  309----,     ----, 1940----, 3160----, 1026    , 1038----,     ----, 1056X   , 3693----,  654----,  704----,     ----,   60----, 2731----,-----    ,-----    ,     ----,-----    
OK426,20240323214500:  146    ,     ----,  920----,  632----,  920----,  489----,     ----, 3680----, 3100----,  998    , 1034----,     ----, 1140X   ,     ----,  634----,  692----,     ----,  108----,     ----,-----    ,-----    ,     ----,-----    
OK426,20240323220000:  154    ,     ----,  980----,  332----,  960----,     ----,     ----,     ----, 2920----,  994    ,  990----,     ----,  944X   , 3605----,  390----,  392----,     ----,   96----, 2474----,-----    ,-----    ,     ----,-----    
OK426,20240323221500:  154    ,     ----,  920----,  268----,  960----,     ----,     ----,     ----, 2940----,  958    ,  970----,     ----,  956X   , 3739----,  266----,  328----,     ----,  108----, 2461----,-----    ,-----    ,     ----,-----    
OK426,20240323223000:  162    ,     ----,  920----,  244----,  980----,     ----,     ----, 3360----, 2980----,  962    ,  966----,     ----,  944X   , 3532----,  218----,  304----,     ----,   60----, 2549----,-----    ,-----    ,     ----,-----    
OK426,20240323224500:  154    ,     ----,  920----,  476----,  920----,     ----,     ----, 3380----, 3120----,  926    ,  974----,     ----,  932X   , 3466----,  478----,  536----,     ----, 9999----, 2597----,-----    ,-----    ,     ----,-----    
OK426,20240323230000:  154    ,     ----,  980----,  300----,  960----,     ----,     ----,     ----, 3040----,  938    ,  930----,     ----,  916X   , 3488----,  342----,  360----,     ----,   84----, 2338----,-----    ,-----    ,     ----,-----    
OK426,20240323231500:  158    ,     ----,  920----,  172----,  980----,     ----,     ----, 3180----, 3040----,  950    ,  998----,     ----,  944X   , 3555----,  214----,  232----,     ----,  144----, 2559----,-----    ,-----    ,     ----,-----    
OK426,20240323233000:  154    ,     ----,  920----,  536----,  920----,     ----,     ----, 3200----, 3080----,  962    ,  986----,     ----,  932X   , 3375----,  446----,  596----,     ----,   60----, 2789----,-----    ,-----    ,     ----,-----    
OK426,20240323234500:  150    ,     ----,  920----,  348----,  940----,     ----,     ----, 2940----, 3080----,  978    , 1038----,     ----,  812X   , 3350----,  366----,  408----,     ----,   72----, 2867----,-----    ,-----    ,     ----,-----F   
#                       fmin  ,   foE   ,   h'E   ,   foEs  ,   h'Es  ,   fbEs  ,   foF1  ,   h'F   ,   h'F2  ,   foF2  ,   fxF2  ,   M3F2  ,   fxI   ,   hpF2  ,   fxEs  ,   ftEs  ,   fxF1  ,   FSPR  ,   MUF   ,   Es1   ,   Es2   ,   Es    ,   W     
OK426,20240324000000:  146    ,     ----,  920----,  340----,  940----,     ----,     ----, 2820----, 2880----, 1046    , 1114----,     ----, 1096X   , 3026----,  366----,  400----,     ----,   96----, 3022----,-----    ,-----    ,     ----,-----    
OK426,20240324001500:  146    ,     ----,  920----,  332----,  940----,     ----,     ----, 2720----, 2780----, 1066    , 1094----,     ----, 1088X   , 2989----,  338----,  392----,     ----,     ----, 3154----,-----    ,-----    ,     ----,-----    
OK426,20240324003000:  162    ,     ----,  920----,  296----, 1000----,     ----,     ----, 2660----, 2540----, 1070    , 1142----,     ----, 1120X   , 2985----,  222----,  356----,     ----,  108----, 3221----,-----    ,-----    ,     ----,-----    
OK426,20240324004500:  158    ,     ----,  920----,  340----,  780----,     ----,     ----, 2560----, 2640----, 1082    , 1150----,     ----, 1120X   , 2939----,  386----,  400----,     ----,   96----, 3230----,-----    ,-----    ,     ----,-----    
OK426,20240324010000:  142    ,     ----,  860----,  360----,  940----,     ----,     ----, 2640----, 2600----, 1094    , 1162----,     ----, 1132X   , 2917----,  358----,  420----,     ----,   96----, 3376----,-----    ,-----    ,     ----,-----    
OK426,20240324011500:  150    ,     ----,  920----,  332----,  940----,     ----,     ----, 2440----, 2520----, 1074    , 1114----,     ----, 1108X   , 2641----,  346----,  392----,     ----,  108----, 3325----,-----    ,-----    ,     ----,-----    
OK426,20240324013000:  150    ,     ----,  930----,  304----,  960----,     ----,     ----, 2560----, 2460----,  994    , 1038----,     ----, 1040X   , 2567----,  342----,  364----,     ----,   48----, 3125----,-----    ,-----    ,     ----,-----    
OK426,20240324014500:  146    ,     ----,  860----,  300----,  940----,     ----,     ----, 2400----, 2420----,  934    ,  970----,     ----,  920X   , 2685----,  322----,  360----,     ----,   60----, 2932----,-----    ,-----    ,     ----,-----    
OK426,20240324020000:  154    ,     ----,  860----,  300----,  940----,     ----,     ----, 2440----, 2360----,  886    ,  962----,     ----,  944X   , 2614----,  330----,  360----,     ----,   60----, 2762----,-----    ,-----    ,     ----,-----    
OK426,20240324021500:  154    ,     ----,  920----,  276----,  940----,     ----,     ----, 2800----, 2360----,  830    ,  906----,     ----,  892X   , 2944----,  338----,  336----,     ----,  108----, 2570----,-----    ,-----    ,     ----,-----    
OK426,20240324023000:  158    ,     ----,  920----,  256----,  960----,     ----,     ----, 2680----, 2380----,  770    ,  842----,     ----,  840X   , 2981----,  254----,  316----,     ----,   96----, 2323----,-----    ,-----    ,     ----,-----    
OK426,20240324024500:  162    ,     ----,  900----,  212----,  960----,     ----,     ----,     ----, 2520----,  706    ,  774----,     ----,  708X   , 2941----,  218----,  272----,     ----,   48----, 2124----,-----    ,-----    ,     ----,-----    
OK426,20240324030000:  150    ,     ----,  920----,  212----,  960----,     ----,     ----,     ----, 2580----,  602    ,  666----,     ----,  596X   , 2666----,  254----,  272----,     ----,   84----, 1654----,-----    ,-----    ,     ----,-----    
OK426,20240324031500:  158    ,     ----,  860----,  264----,  940----,     ----,     ----,     ----, 2940----,  594    ,  646----,     ----,  596X   , 3468----,  258----,  324----,     ----,   36----, 1524----,-----    ,-----    ,     ----,-----    
OK426,20240324033000:  158    ,     ----,  860----,  256----,  940----,     ----,     ----,     ----, 3020----,  570    ,  642----,     ----,  596X   , 3331----,  254----,  316----,     ----,   84----, 1358----,-----    ,-----    ,     ----,-----    
OK426,20240324034500:  146    ,     ----,  920----,  220----,  920----,     ----,     ----,     ----, 3160----,  598    ,  658----,     ----,  632X   , 3993----,  270----,  280----,     ----,  120----, 1570----,-----    ,-----    ,     ----,-----    
OK426,20240324040000:  154    ,     ----,  940----,     ----,  960----,     ----,     ----,     ----, 3220----,  614    ,  670----,     ----,  656X   , 3660----,  222----,     ----,     ----,  108----, 1484----,-----G   ,-----    ,     ----,-----    
OK426,20240324041500:  154    ,     ----,  920----,  200----,  820----,     ----,     ----,     ----, 2940----,  622    ,  682----,     ----,  656X   , 3555----,  246----,  260----,     ----,   96----, 1684----,-----    ,-----    ,     ----,-----    
OK426,20240324043000:  162    ,     ----,     ----,     ----,  960----,     ----,     ----,     ----, 2640----,  638    ,  682----,     ----,  680X   , 3370----,  250----,     ----,     ----,   84----, 1774----,-----G   ,-----    ,     ----,-----    
OK426,20240324044500:  158    ,     ----,     ----,     ----,  980----,     ----,     ----,     ----, 2420----,  618    ,  670----,     ----,  644X   , 3083----,  214----,     ----,     ----,   72----, 1787----,-----G   ,-----    ,     ----,-----    
OK426,20240324050000:  146    ,     ----,     ----,     ----,  960----,     ----,     ----,     ----, 2280----,  590    ,  666----,     ----,  640X   , 3254----,  202----,     ----,     ----,   84----, 1708----,-----G   ,-----    ,     ----,-----    
OK426,20240324051500:  136    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 2300----,  574    ,  634----,     ----,  620X   , 2627----,     ----,     ----,     ----,   60----, 1618----,-----G   ,-----    ,     ----,-----    
OK426,20240324053000:  136    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 2140----,  522    ,  578----,     ----,  592X   , 2421----,     ----,     ----,     ----,   72----, 1506----,-----G   ,-----    ,     ----,-----    
OK426,20240324054500:  136    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 2100----,  494    ,  562----,     ----,  584X   , 3251----,     ----,     ----,     ----,   72----, 1386----,-----G   ,-----    ,     ----,-----    
OK426,20240324060000:  136    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 2140----,  538    ,  578----,     ----,  596X   , 3071----,     ----,     ----,     ----,   72----, 1616----,-----G   ,-----    ,     ----,-----    
OK426,20240324061500:  136    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 2200----,  582    ,  638----,     ----,  632X   , 2555----,     ----,     ----,     ----,   72----, 1932----,-----G   ,-----    ,     ----,-----    
OK426,20240324063000:  158    ,     ----,  900----, 1108----,  980----,     ----,     ----,     ----, 2180----,  610    ,  690----,     ----,  676X   , 2670----,  214----, 1168----,     ----,     ----, 1996----,-----    ,-----    ,     ----,-----    
OK426,20240324064500:  170    ,     ----, 1340----,     ----,  960----,     ----,     ----,     ----, 2200----,  666    ,  714----,     ----,  732X   , 2563----,  286----,     ----,     ----,   96----, 2227----,-----G   ,-----    ,     ----,-----    
OK426,20240324070000:  154    ,     ----, 1230----,  248----,  980----,     ----,     ----, 2380----, 2000----,  690    ,  750----,     ----,  768X   , 2091----,  342----,  308----,     ----,   84----, 2254----,-----    ,-----    ,     ----,-----    
OK426,20240324071500:  166    ,     ----,  990----,  212----, 1020----,     ----,     ----,     ----, 2020----,  742    ,  790----,     ----,  820X   , 2364----,  218----,  272----,     ----,   72----, 2322----,-----    ,-----    ,     ----,-----    
OK426,20240324073000:  142    ,     ----,  980----,  264----,  900----,     ----,     ----, 2420----, 2060----,  830    ,  874----,     ----,  908X   , 2614----,  570----,  324----,     ----,   72----, 2529----,-----    ,-----    ,     ----,-----    
OK426,20240324074500:  166    ,     ----,  980----,  276----, 1020----,     ----,     ----, 2560----, 2240----,  954    , 1002----,     ----,  992X   , 2779----,  218----,  336----,     ----,     ----, 2992----,-----    ,-----    ,     ----,-----    
OK426,20240324080000:  154    ,     ----,  980----,  296----,  980----,     ----,     ----, 2320----, 2260----, 1038    , 1106----,     ----, 1108X   , 2417----,  322----,  356----,     ----,   72----, 3353----,-----    ,-----    ,     ----,-----    
OK426,20240324081500:  154    ,     ----,  920----,  508----,  860----,     ----,     ----, 2640----, 2360----, 1162    , 1210----,     ----, 1172X   , 2759----,  558----,  568----,     ----,   84----, 3583----,-----    ,-----    ,     ----,-----F   
OK426,20240324083000:  154    ,     ----,  920----,  332----,  980----,  339----,     ----, 2400----, 2420----, 1254    , 1262----,     ----, 1232X   , 2754----,  342----,  392----,     ----,  132----, 3699----,-----    ,-----    ,     ----,-----    
OK426,20240324084500:  202    ,     ----,  980----,  288----,  980----,     ----,     ----, 2300----, 2360----, 1214    , 1230----,     ----, 1256X   , 2725----,  342----,  348----,     ----,   84----, 3881----,-----    ,-----    ,     ----,-----    
OK426,20240324090000:  222    ,     ----,  930----,  368----,  980----,     ----,     ----, 2380----, 2400----, 1234    , 1278----,     ----, 1272X   , 2895----,  374----,  428----,     ----,   84----, 3808----,-----    ,-----    ,     ----,-----    
OK426,20240324091500:  190    ,     ----,  930----,  412----,  980----,     ----,     ----,     ----, 2400----, 1246    , 1198----,     ----, 1272X   , 2922----,  414----,  472----,     ----,  132----, 3768----,-----    ,-----    ,     ----,-----    
OK426,20240324093000:  158    ,     ----,  930----,  424----,  960----,  468----,     ----,     ----, 2300----, 1258    , 1238----,     ----, 1272X   , 2851----,  438----,  484----,     ----,   84----, 3779----,-----    ,-----    ,     ----,-----    
OK426,20240324094500:  198    ,     ----,  930----,  424----,  980----,  428----,     ----,     ----, 2420----, 1174    , 1202----,     ----, 1220X   , 2954----,  418----,  484----,     ----,   84----, 3530----,-----    ,-----    ,     ----,-----    
OK426,20240324100000:  218    ,     ----,  930----,  432----,  960----,     ----,     ----,     ----, 2440----, 1114    , 1114----,     ----, 1168X   , 2825----,  426----,  492----,     ----,   96----, 3304----,-----    ,-----    ,     ----,-----    
OK426,20240324101500:  226    ,     ----,  930----,  448----,  980----,  447----,     ----,     ----, 2540----, 1118    , 1122----,     ----, 1172X   , 3385----,  466----,  508----,     ----,   84----, 3208----,-----    ,-----    ,     ----,-----    
OK426,20240324103000:  226    ,     ----,  980----,  488----,  980----,     ----,     ----,     ----, 2300----, 1210    , 1130----,     ----, 1208X   , 3555----,  498----,  548----,     ----,  120----, 3141----,-----    ,-----    ,     ----,-----    
OK426,20240324104500:  206    ,     ----,  930----,  500----,  980----,  613----,     ----,     ----, 2740----, 1230    , 1234----,     ----, 1208X   , 3586----,  522----,  560----,     ----,  108----, 3162----,-----    ,-----    ,     ----,-----    
