UT                                    BX_FGS-D               BY_FGS-D               BZ_FGS-D
                                        (@_1_)                 (@_2_)                 (@_3_)
dd-mm-yyyy hh:mm:ss.ms         nT_GSE_(All_Qs)        nT_GSE_(All_Qs)        nT_GSE_(All_Qs)
17-03-2015 04:23:20.076               -2.01127                13.5109                35.6272
17-03-2015 04:23:24.154               -6.73423                16.6460                36.2652
17-03-2015 04:23:28.232               -5.72160                18.4932                35.8041
17-03-2015 04:23:32.310               -13.2574                24.9050                37.6185
17-03-2015 04:23:36.388               -6.32304                19.2438                34.2542
17-03-2015 04:23:40.467               -3.80771                12.1770                32.2409
17-03-2015 04:23:44.545               -9.51855                15.7948                36.8146
17-03-2015 04:23:48.623               -11.6436                22.1259                40.3489
17-03-2015 04:23:52.701               -7.39257                18.1483                36.1999
17-03-2015 04:23:56.779               -3.74974                14.0893                27.2911
17-03-2015 04:24:00.857               -6.42380                11.5178                30.9857
17-03-2015 04:24:04.936               -6.42581                13.3111                40.5699
17-03-2015 04:24:09.014               -7.18169                16.5861                42.5955
17-03-2015 04:24:13.092               -4.29228                12.5336                35.3287
17-03-2015 04:24:17.170               -1.60180                13.0579                32.1025
17-03-2015 04:24:21.248               -7.18100                18.1656                34.8903
17-03-2015 04:24:25.326               -9.58286                15.4593                34.0942
17-03-2015 04:24:29.405               -5.04581                14.1191                32.1911
17-03-2015 04:24:33.483               -4.59722                15.1043                33.8554
17-03-2015 04:24:37.561               -9.38254                13.7016                42.7158
17-03-2015 04:24:41.639               -5.63867                14.8248                41.3669
17-03-2015 04:24:45.717               -4.65221                13.1853                31.8203
17-03-2015 04:24:49.796               -6.20286                12.5753                34.4142
17-03-2015 04:24:53.874               -8.81948                16.0308                37.5695
17-03-2015 04:24:57.952               -5.43771                17.8683                41.7373
17-03-2015 04:25:02.030               -4.10978                11.2478                38.6069
17-03-2015 04:25:06.108               -8.75445                15.8884                31.1107
17-03-2015 04:25:10.186               -9.10926                16.7332                37.0899
17-03-2015 04:25:14.265               -6.11904                13.1417                36.4490
17-03-2015 04:25:18.343               -6.57003                14.0536                34.1858
17-03-2015 04:25:22.421               -4.14633                12.6813                35.8689
17-03-2015 04:25:26.499               -5.62429                12.2150                31.0644
17-03-2015 04:25:30.577               -10.7639                18.1409                38.7568
17-03-2015 04:25:34.656               -10.2043                13.3633                34.6875
17-03-2015 04:25:38.734               -3.95065                9.46686                31.7003
17-03-2015 04:25:42.812               -6.04385                10.4194                35.9023
17-03-2015 04:25:46.890               -9.89625                12.3249                36.2909
17-03-2015 04:25:50.968               -7.58354                12.5170                37.6936
17-03-2015 04:25:55.046               -7.81766                13.7033                35.0924
17-03-2015 04:25:59.125               -10.7059                18.2591                31.5364
17-03-2015 04:26:03.203               -7.52938                16.0706                34.0754
17-03-2015 04:26:07.281               -7.55091                14.7545                36.3719
17-03-2015 04:26:11.359               -8.15820                18.3815                38.4419
17-03-2015 04:26:15.437               -8.03351                18.0465                36.3201
17-03-2015 04:26:19.515               -9.75370                18.6078                33.2769
17-03-2015 04:26:23.594               -10.1339                20.7270                33.8141
17-03-2015 04:26:27.672               -9.45342                20.3177                35.0889
17-03-2015 04:26:31.750               -10.8389                18.1284                32.6213
17-03-2015 04:26:35.828               -11.1014                18.3786                36.7693
17-03-2015 04:26:39.906               -10.3062                19.3850                35.5300
17-03-2015 04:26:43.985               -4.82133                17.5626                32.1456
17-03-2015 04:26:48.063               -6.57496                22.6006                35.5088
17-03-2015 04:26:52.141               -9.55188                16.8990                28.2006
17-03-2015 04:26:56.219               -8.41240                16.4982                26.8858
17-03-2015 04:27:00.297               -9.81237                18.2346                30.7376
17-03-2015 04:27:04.375               -11.2587                20.0730                31.2722
17-03-2015 04:27:08.454               -5.81204                18.9615                28.3612
17-03-2015 04:27:12.532               -9.25570                20.7605                30.4202
17-03-2015 04:27:16.610               -10.1354                19.7218                26.2399
17-03-2015 04:27:20.688               -10.7051                20.9549                29.6581
17-03-2015 04:27:24.766               -9.86305                22.0588                36.5299
17-03-2015 04:27:28.844               -6.91827                18.2587                29.5251
17-03-2015 04:27:32.923               -7.33289                16.8000                29.0748
17-03-2015 04:27:37.001               -2.40756                18.2878                35.7060
17-03-2015 04:27:41.079               -6.30095                17.0119                30.1259
17-03-2015 04:27:45.157               -5.62555                18.6900                34.4850
17-03-2015 04:27:49.235               -5.94094                18.6966                42.4071
17-03-2015 04:27:53.314               -4.94221                18.1622                36.3729
17-03-2015 04:27:57.392               -3.45089                15.0733                28.8277
17-03-2015 04:28:01.470               -3.53001                12.3754                35.0420
17-03-2015 04:28:05.548               -2.36338                14.9436                27.9987
17-03-2015 04:28:09.626               -7.62299                18.0126                36.4359
17-03-2015 04:28:13.704               -4.61827                14.9371                31.8756
17-03-2015 04:28:17.783               -2.58921                12.7080                29.3064
17-03-2015 04:28:21.861             -0.0729040                11.6961                31.1575
17-03-2015 04:28:25.939               -2.54574                16.8274                36.1884
17-03-2015 04:28:30.017                1.02793                17.6918                41.9658
17-03-2015 04:28:34.095               -1.10698                11.2740                34.1370
17-03-2015 04:28:38.174               -5.52104                13.1159                38.2973
17-03-2015 04:28:42.252               -3.12705                16.7604                28.9360
17-03-2015 04:28:46.330               -2.58482                16.5812                35.8448
17-03-2015 04:28:50.408              0.0194792                12.4253                29.3910
17-03-2015 04:28:54.486               -5.13115                14.1984                30.8634
17-03-2015 04:28:58.564               -1.69210                14.3316                30.3654
17-03-2015 04:29:02.643               -3.99960                12.6501                37.3463
17-03-2015 04:29:06.721               -3.75712                15.1034                39.5206
17-03-2015 04:29:10.799               -3.56000                16.4828                38.7024
17-03-2015 04:29:14.877               -9.86490                15.8542                30.5328
17-03-2015 04:29:18.955               -4.78883                17.8941                36.1514
17-03-2015 04:29:23.033               -6.50104                22.0709                38.0673
17-03-2015 04:29:27.112               -1.62168                16.0133                30.0936
17-03-2015 04:29:31.190               -6.60582                15.0451                33.1815
17-03-2015 04:29:35.268               -8.59221                17.0275                33.4121
17-03-2015 04:29:39.346               -4.34937                13.2300                31.8474
17-03-2015 04:29:43.424               -1.37806                14.2923                35.4718
17-03-2015 04:29:47.503               -4.45510                14.6010                33.1502
17-03-2015 04:29:51.581               -6.26344                12.7200                40.8494
17-03-2015 04:29:55.659               -3.03446                12.0111                36.0516
17-03-2015 04:29:59.737               -1.57306                9.87353                34.7048
17-03-2015 04:30:03.815               -9.15460                17.0194                36.3101
17-03-2015 04:30:07.893               -4.56577                17.0626                36.9246
17-03-2015 04:30:11.972               -4.37588                15.8036                34.7817
17-03-2015 04:30:16.050               -5.96407                16.3755                37.1293
17-03-2015 04:30:20.128               -1.76688                17.8277                35.0306
17-03-2015 04:30:24.206               -4.04129                13.6271                34.6821
17-03-2015 04:30:28.284               -4.77378                12.1863                32.1705
17-03-2015 04:30:32.362               -1.63664                13.1168                36.5736
17-03-2015 04:30:36.441                1.26382                9.38526                34.5998
17-03-2015 04:30:40.519              -0.578351                12.9540                37.1747
17-03-2015 04:30:44.597               -3.36006                13.3298                42.9627
17-03-2015 04:30:48.675               -3.63705                15.3770                30.1302
17-03-2015 04:30:52.753               -4.67391                11.5508                29.9476
17-03-2015 04:30:56.832               -6.01670                17.9503                37.7878
17-03-2015 04:31:00.910               -4.53154                19.5160                36.8021
17-03-2015 04:31:04.988               -3.90932                15.9106                39.8322
17-03-2015 04:31:09.066               -4.05927                9.96399                33.8010
17-03-2015 04:31:13.144               -5.62802                15.5155                35.9604
17-03-2015 04:31:17.222               -7.74870                16.8563                35.2861
17-03-2015 04:31:21.301               -6.33140                17.6305                34.5676
17-03-2015 04:31:25.379               -8.68078                21.9060                38.4606
17-03-2015 04:31:29.457               -4.16420                14.6168                38.6219
17-03-2015 04:31:33.535               -5.38410                15.4734                30.1911
17-03-2015 04:31:37.613               -5.84678                13.6295                30.7379
17-03-2015 04:31:41.691               -2.93407                11.2005                29.4879
17-03-2015 04:31:45.770               -4.59771                13.7650                34.4596
17-03-2015 04:31:49.848              -0.174820                12.6262                40.0217
17-03-2015 04:31:53.926               -5.07367                9.05316                33.7361
17-03-2015 04:31:58.004               -1.41940                9.51684                40.2060
17-03-2015 04:32:02.082               -2.72094                13.8938                38.0866
17-03-2015 04:32:06.161               -3.91333                11.7984                28.7042
17-03-2015 04:32:10.239               -7.33600                19.7178                35.3922
17-03-2015 04:32:14.317               -7.58410                19.5271                40.6430
17-03-2015 04:32:18.395               -5.37801                17.1106                33.2675
17-03-2015 04:32:22.473               -8.55971                19.1055                38.7703
17-03-2015 04:32:26.551               -4.89511                12.1440                27.4985
17-03-2015 04:32:30.630               -6.45470                11.6662                34.6842
17-03-2015 04:32:34.708               -7.12354                7.58618                36.7743
17-03-2015 04:32:38.786               -5.44974                14.5233                37.1268
17-03-2015 04:32:42.864               -8.62041                15.7331                30.3573
17-03-2015 04:32:46.942               -7.65864                19.2275                37.7649
17-03-2015 04:32:51.021               -5.65124                14.9325                36.7522
17-03-2015 04:32:55.099               -5.43312                11.9061                31.5298
17-03-2015 04:32:59.177               -5.53633                14.4582                38.8965
17-03-2015 04:33:03.255               -8.56643                18.1700                38.4414
17-03-2015 04:33:07.333               -8.32822                16.5228                37.0221
17-03-2015 04:33:11.411               -6.95802                15.1258                36.1526
17-03-2015 04:33:15.490               -7.38935                16.4838                31.4893
17-03-2015 04:33:19.568               -7.52854                17.8340                31.8330
17-03-2015 04:33:23.646               -5.56455                13.5783                33.0820
17-03-2015 04:33:27.724               -10.1751                19.3402                30.1155
17-03-2015 04:33:31.802               -6.66414                11.5303                30.7677
17-03-2015 04:33:35.880               -11.3158                17.0213                38.6947
17-03-2015 04:33:39.959               -6.52297                12.6450                33.8433
17-03-2015 04:33:44.037               -8.31783                10.1552                39.4385
17-03-2015 04:33:48.115               -6.27222                14.5034                36.1931
17-03-2015 04:33:52.193               -13.0050                14.6358                41.0886
17-03-2015 04:33:56.271               -5.61003                16.9660                35.3068
17-03-2015 04:34:00.350               -6.21389                21.0889                31.2593
17-03-2015 04:34:04.428               -4.00819                19.8204                40.0626
17-03-2015 04:34:08.506               -7.41590                17.1594                43.7990
17-03-2015 04:34:12.584               -5.21201                6.90305                40.4681
17-03-2015 04:34:16.662               -8.33869                12.0532                34.2158
17-03-2015 04:34:20.740               -13.5618                16.9106                36.0802
17-03-2015 04:34:24.819               -7.36680                17.6090                31.3604
17-03-2015 04:34:28.897               -4.04440                13.0801                36.3949
17-03-2015 04:34:32.975               -9.54185                11.2893                36.8672
17-03-2015 04:34:37.053               -7.12980                15.6184                34.0836
17-03-2015 04:34:41.131               -8.15630                19.8026                40.3303
17-03-2015 04:34:45.209               -8.13988                16.2761                40.6734
17-03-2015 04:34:49.288               -7.86337                11.4937                40.9847
17-03-2015 04:34:53.366               -5.85950                14.8769                29.4897
17-03-2015 04:34:57.444               -4.44561                18.5924                32.6281
17-03-2015 04:35:01.522               -7.16241                20.4704                37.9344
17-03-2015 04:35:05.600               -7.99267                16.6914                38.0527
17-03-2015 04:35:09.679               -5.12223                15.0397                38.1093
17-03-2015 04:35:13.757               -2.44266                18.4984                46.9785
17-03-2015 04:35:17.835               -5.92735                17.1078                39.0210
17-03-2015 04:35:21.913               -7.94647                17.0042                38.6100
17-03-2015 04:35:25.991               -5.25251                16.0505                39.6234
17-03-2015 04:35:30.069               -5.93976                16.6245                35.7511
17-03-2015 04:35:34.148               -4.71238                15.4280                33.6738
17-03-2015 04:35:38.226               -4.54756                14.6219                35.6565
17-03-2015 04:35:42.304               -5.77214                16.3778                34.7905
17-03-2015 04:35:46.382               -8.26910                21.6335                31.0612
17-03-2015 04:35:50.460               -5.61766                17.7687                35.2080
17-03-2015 04:35:54.538               -7.00650                17.0453                38.4960
17-03-2015 04:35:58.617               -4.77062                18.5238                36.3004
17-03-2015 04:36:02.695               -5.18876                17.0877                36.3265
17-03-2015 04:36:06.773               -3.48312                16.7442                35.9337
17-03-2015 04:36:10.851               -7.32927                14.7925                31.4206
17-03-2015 04:36:14.929               -7.24289                17.5449                35.4151
17-03-2015 04:36:19.008               -3.01847                16.6112                36.4063
17-03-2015 04:36:23.086               -5.22249                13.2949                34.1281
17-03-2015 04:36:27.164               -7.02101                18.7464                37.2091
17-03-2015 04:36:31.242               -6.95939                14.2484                37.8405
17-03-2015 04:36:35.320               -4.25325                12.5896                32.0003
17-03-2015 04:36:39.398               -5.83137                14.0106                33.9516
17-03-2015 04:36:43.477               -5.02729                15.8896                32.7807
17-03-2015 04:36:47.555               -7.13183                16.8060                35.4539
17-03-2015 04:36:51.633               -3.30951                12.7836                32.8252
17-03-2015 04:36:55.711               -5.94927                12.6417                31.5560
17-03-2015 04:36:59.789               -11.3350                20.5709                35.9023
17-03-2015 04:37:03.868               -1.15560                13.0246                37.3694
17-03-2015 04:37:07.946               -4.49226                9.79870                35.9692
17-03-2015 04:37:12.024               -9.55876                19.0982                38.3019
17-03-2015 04:37:16.102               -12.9873                22.8887                40.3820
17-03-2015 04:37:20.180               -16.6309                28.2075                34.5026
17-03-2015 04:37:24.258               -6.93433                18.2852                28.2678
17-03-2015 04:37:28.337               -4.74819                11.5747                31.7995
17-03-2015 04:37:32.415               -4.94739                13.1771                36.2585
17-03-2015 04:37:36.493               -3.64207                13.0949                35.1109
17-03-2015 04:37:40.571               -1.33507                10.8466                35.3142
17-03-2015 04:37:44.649               -3.48697                11.6152                30.1404
17-03-2015 04:37:48.727               -4.45772                11.6900                33.8289
17-03-2015 04:37:52.806               -5.34629                13.5905                36.4543
17-03-2015 04:37:56.884               -7.38003                11.2724                39.5282
17-03-2015 04:38:00.962               -8.93486                15.4456                34.5632
17-03-2015 04:38:05.040               -3.82584                16.3021                31.6867
17-03-2015 04:38:09.118               -9.76093                20.0416                34.5425
17-03-2015 04:38:13.197               -8.57728                22.7757                35.3413
17-03-2015 04:38:17.275               -14.9319                21.8089                34.9376
17-03-2015 04:38:21.353               -3.57523                13.7386                34.4542
17-03-2015 04:38:25.431               -5.63025                14.3669                28.5577
17-03-2015 04:38:29.509               -6.67913                15.0657                37.3859
17-03-2015 04:38:33.587               -3.38843                11.6132                38.6199
17-03-2015 04:38:37.666               -7.81630                14.0878                33.6587
17-03-2015 04:38:41.744               -4.94034                11.8362                33.3414
17-03-2015 04:38:45.822               -5.16175                12.0663                29.2920
17-03-2015 04:38:49.900               -7.31342                17.5261                33.9732
17-03-2015 04:38:53.978               -5.07289                17.2599                30.4017
17-03-2015 04:38:58.056               -8.55446                13.4462                30.4757
17-03-2015 04:39:02.135               -8.26866                15.6451                32.1027
17-03-2015 04:39:06.213               -5.40019                15.0213                31.4451
17-03-2015 04:39:10.291               -9.52325                13.5696                27.7684
17-03-2015 04:39:14.369               -5.53412                9.80649                31.4586
17-03-2015 04:39:18.447               -7.95276                15.8857                29.8924
17-03-2015 04:39:22.526               -9.02639                15.6260                36.2288
17-03-2015 04:39:26.604               -6.02273                11.1306                34.1563
17-03-2015 04:39:30.682               -6.98663                14.9241                35.5461
17-03-2015 04:39:34.760               -4.33452                13.2685                36.2780
17-03-2015 04:39:38.838               -2.21191                10.5429                38.3706
17-03-2015 04:39:42.916               -1.26674                15.0776                40.3688
17-03-2015 04:39:46.995               -5.51867                11.6586                30.7499
17-03-2015 04:39:51.073               -2.60812                13.3117                30.8722
17-03-2015 04:39:55.151               -3.29195                15.1033                32.2867
17-03-2015 04:39:59.229               -6.54351                15.2612                27.7732
17-03-2015 04:40:03.307               -7.97263                15.4714                25.1147
17-03-2015 04:40:07.385               -9.87707                22.3896                31.3342
17-03-2015 04:40:11.464               -3.51216                10.1345                32.7284
17-03-2015 04:40:15.542               -3.55473                10.6047                37.4003
17-03-2015 04:40:19.620               -5.55131                10.9284                30.2975
17-03-2015 04:40:23.698               -2.09959                14.1007                33.3867
17-03-2015 04:40:27.776               -4.56978                13.1067                33.1589
17-03-2015 04:40:31.855               -3.48237                17.4468                41.5948
17-03-2015 04:40:35.933               -1.37401                16.4481                38.7577
17-03-2015 04:40:40.011               -7.99408                16.0855                42.9916
17-03-2015 04:40:44.089               -6.32119                19.7804                36.6962
17-03-2015 04:40:48.167               -5.03686                21.5882                35.0428
17-03-2015 04:40:52.245               -4.16835                21.1713                35.7938
17-03-2015 04:40:56.324               -3.17965                16.8849                34.8711
17-03-2015 04:41:00.402               -5.44416                19.3110                35.3603
17-03-2015 04:41:04.480               -8.03516                19.9214                35.2555
17-03-2015 04:41:08.558               -4.33513                15.3976                36.2090
17-03-2015 04:41:12.636               -4.74889                12.4640                34.7319
17-03-2015 04:41:16.715               -2.71951                15.8569                31.8734
17-03-2015 04:41:20.793               -3.93740                17.6553                36.6073
17-03-2015 04:41:24.871               -6.34057                22.7875                36.1664
17-03-2015 04:41:28.949               -7.79300                23.0446                38.5901
17-03-2015 04:41:33.027               -5.10902                14.7424                36.1263
17-03-2015 04:41:37.105               -8.36529                18.2798                33.1746
17-03-2015 04:41:41.184               -7.44311                16.5279                40.7705
17-03-2015 04:41:45.262               -5.59496                15.3299                42.6813
17-03-2015 04:41:49.340               -2.41514                17.1699                38.6781
17-03-2015 04:41:53.418               -1.53715                12.5579                33.3688
17-03-2015 04:41:57.496               -5.26745                17.0502                38.5141
17-03-2015 04:42:01.574               -4.84301                14.3658                34.3830
17-03-2015 04:42:05.653               -4.92895                17.3633                39.3614
17-03-2015 04:42:09.731               -6.82473                14.7711                39.3699
17-03-2015 04:42:13.809               -4.40952                13.7425                40.4439
17-03-2015 04:42:17.887               -7.66997                21.7521                38.5768
17-03-2015 04:42:21.965               -6.68159                17.6011                36.3600
17-03-2015 04:42:26.044               -6.94066                21.4652                36.7256
17-03-2015 04:42:30.122               -7.12078                19.2670                34.7784
17-03-2015 04:42:34.200               -5.35426                22.9421                37.6550
17-03-2015 04:42:38.278               -5.09351                20.2987                34.3842
17-03-2015 04:42:42.356               -3.23472                21.1462                32.5405
17-03-2015 04:42:46.434               -5.69197                20.7792                35.4108
17-03-2015 04:42:50.513               -5.22030                18.4798                33.2081
17-03-2015 04:42:54.591               -3.48367                13.9776                39.3545
17-03-2015 04:42:58.669               -2.37816                14.4728                38.1136
17-03-2015 04:43:02.747               -2.96489                12.2903                36.1352
17-03-2015 04:43:06.825              -0.847379                10.5167                37.9217
17-03-2015 04:43:10.903               -1.33112                22.5933                39.6869
17-03-2015 04:43:14.982               -1.97944                15.0481                34.4826
17-03-2015 04:43:19.060               -2.45820                15.8256                32.4229
17-03-2015 04:43:23.138               -3.08733                14.8071                30.8907
17-03-2015 04:43:27.216               -4.20170                20.5287                34.5920
17-03-2015 04:43:31.294               -5.57731                22.9285                34.3058
17-03-2015 04:43:35.373               -4.94272                17.6373                37.9654
17-03-2015 04:43:39.451               -4.86240                16.4240                34.1585
17-03-2015 04:43:43.529               -5.01225                14.9312                36.5988
17-03-2015 04:43:47.607               -6.25307                15.8354                33.2386
17-03-2015 04:43:51.685               -7.36718                19.1327                30.3792
17-03-2015 04:43:55.763               -6.19619                20.2114                34.6450
17-03-2015 04:43:59.842               -5.23799                19.2227                31.1158
17-03-2015 04:44:03.920               -3.90075                21.2262                33.5351
17-03-2015 04:44:07.998               -3.37665                20.1511                37.6047
17-03-2015 04:44:12.076               0.418424                13.1517                36.6569
17-03-2015 04:44:16.154               -4.78829                17.0106                33.7793
17-03-2015 04:44:20.232               -7.76161                22.2516                44.4113
17-03-2015 04:44:24.311               -6.77516                30.6599                46.4090
17-03-2015 04:44:28.389                2.48631                22.1263                57.5648
17-03-2015 04:44:32.467               0.448667                23.7142                57.6817
17-03-2015 04:44:36.545               -7.43875                26.5781                52.2912
17-03-2015 04:44:40.623               -6.75910                37.4765                50.3220
17-03-2015 04:44:44.702               -2.50917                34.9261                63.8117
17-03-2015 04:44:48.780               0.684562                28.5257                63.2774
17-03-2015 04:44:52.858                7.51457                35.9865                62.0659
17-03-2015 04:44:56.936               -3.01077                40.0767                55.8159
17-03-2015 04:45:01.014              -0.458985                33.5582                58.9965
17-03-2015 04:45:05.092                3.44298                32.3854                62.7943
17-03-2015 04:45:09.171              -0.544505                30.1841                60.5988
17-03-2015 04:45:13.249              -0.845013                23.7333                63.8004
17-03-2015 04:45:17.327                3.73943                39.0899                60.6109
17-03-2015 04:45:21.405               -5.81315                31.7627                63.4467
17-03-2015 04:45:25.483               -3.28281                32.3809                59.6228
17-03-2015 04:45:29.562               -3.92779                35.2119                53.7128
17-03-2015 04:45:33.640                7.26636                15.0898                60.2850
17-03-2015 04:45:37.718                4.45991                19.4294                56.4482
17-03-2015 04:45:41.796                2.95399                27.9036                51.5535
17-03-2015 04:45:45.874                6.03249                12.4280                19.5222
17-03-2015 04:45:49.952               0.383570                13.1979                18.9898
17-03-2015 04:45:54.031               0.858562                11.9204                17.8411
17-03-2015 04:45:58.109                2.16771                12.1029                18.7991
17-03-2015 04:46:02.187               -1.16978                9.92350                22.1353
17-03-2015 04:46:06.265                2.09812                17.0604                19.2860
17-03-2015 04:46:10.343              -0.577124                14.9113                19.8921
17-03-2015 04:46:14.421               0.460510                15.0376                20.2064
17-03-2015 04:46:18.500                6.58955                10.8262                20.9982
17-03-2015 04:46:22.578                6.68660                10.8435                20.6166
17-03-2015 04:46:26.656                7.68611                10.4967                20.6068
17-03-2015 04:46:30.734                2.13839                13.8741                19.5259
17-03-2015 04:46:34.812                1.46907                12.6687                20.2632
17-03-2015 04:46:38.891               0.242126                8.90134                22.0952
17-03-2015 04:46:42.969                3.71292                9.92079                21.5250
17-03-2015 04:46:47.047                6.01145                8.10081                20.6745
17-03-2015 04:46:51.125                4.83873                10.4975                20.3798
17-03-2015 04:46:55.203                1.04124                16.9347                17.2734
17-03-2015 04:46:59.281                3.26081                12.2735                19.8836
17-03-2015 04:47:03.360              0.0868961                8.68838                21.6335
17-03-2015 04:47:07.438                4.35653                12.1204                19.7371
17-03-2015 04:47:11.516                6.99564                14.5364                17.2547
17-03-2015 04:47:15.594                3.42731                14.0030                18.4887
17-03-2015 04:47:19.672                1.86846                11.9486                20.5073
17-03-2015 04:47:23.750               0.918428                11.3395                21.2950
17-03-2015 04:47:27.829                4.89103                16.2243                16.4638
17-03-2015 04:47:31.907                3.75581                14.7249                17.8048
17-03-2015 04:47:35.985              -0.302971                11.0012                20.8913
17-03-2015 04:47:40.063                1.16489                14.7612                18.3754
17-03-2015 04:47:44.141                2.09905                13.6119                19.8515
17-03-2015 04:47:48.220                2.61249                12.5875                20.7656
17-03-2015 04:47:52.298                2.52578                13.3507                20.5262
17-03-2015 04:47:56.376                2.50986                13.2369                20.0023
17-03-2015 04:48:00.454                2.84749                12.2269                20.1998
17-03-2015 04:48:04.532               0.902675                12.7828                20.1954
17-03-2015 04:48:08.610               0.858957                12.5348                19.8751
17-03-2015 04:48:12.689               0.582218                11.8068                21.0198
17-03-2015 04:48:16.767               0.657025                13.2869                21.2088
17-03-2015 04:48:20.845                2.27404                12.3014                21.5294
17-03-2015 04:48:24.923                3.67701                13.3471                20.5972
17-03-2015 04:48:29.001              -0.576026                9.44131                21.1320
17-03-2015 04:48:33.079               0.120166                13.5437                19.1343
17-03-2015 04:48:37.158                5.10188                16.7197                15.5685
17-03-2015 04:48:41.236               0.771825                13.3029                19.6117
17-03-2015 04:48:45.314               0.677565                12.8680                19.2548
17-03-2015 04:48:49.392              -0.199122                10.6901                18.9987
17-03-2015 04:48:53.470                1.09671                12.9687                17.4689
17-03-2015 04:48:57.549                2.08118                10.6006                17.5942
17-03-2015 04:49:01.627                4.70387                12.0775                15.4146
17-03-2015 04:49:05.705                3.59070                11.2232                17.3945
17-03-2015 04:49:09.783                3.95297                12.4505                17.4631
17-03-2015 04:49:13.861                3.81987                12.2081                17.3814
17-03-2015 04:49:17.939                3.88703                11.9278                16.8980
17-03-2015 04:49:22.018                4.03627                11.6757                17.1889
17-03-2015 04:49:26.096                3.60023                12.4544                17.3320
17-03-2015 04:49:30.174               0.230270                11.0978                17.6162
17-03-2015 04:49:34.252                3.83714                12.9728                17.4067
17-03-2015 04:49:38.330                3.40051                12.3730                18.3587
17-03-2015 04:49:42.409                3.81137                12.7203                19.3937
17-03-2015 04:49:46.487                3.05836                13.9615                19.8136
17-03-2015 04:49:50.565                1.34470                12.5675                20.5840
17-03-2015 04:49:54.643               0.843263                14.7099                18.4412
17-03-2015 04:49:58.721                2.68446                11.0765                20.2987
17-03-2015 04:50:02.799                2.37577                10.5073                21.2907
17-03-2015 04:50:06.878                2.08630                10.5399                19.6507
17-03-2015 04:50:10.956                3.23000                9.69418                22.4108
17-03-2015 04:50:15.034                1.74182                14.4003                20.8765
17-03-2015 04:50:19.112                2.23617                14.3982                20.5728
17-03-2015 04:50:23.190                2.41343                15.1559                20.7392
17-03-2015 04:50:27.268                3.53943                15.8145                20.9168
17-03-2015 04:50:31.347                3.11730                15.0069                22.3311
17-03-2015 04:50:35.425                1.98275                13.5278                23.5641
17-03-2015 04:50:39.503                2.75919                17.0747                20.1503
17-03-2015 04:50:43.581                3.63393                16.0023                21.4010
17-03-2015 04:50:47.659                3.16247                14.9844                22.3140
17-03-2015 04:50:51.738                5.10805                15.3588                21.5242
17-03-2015 04:50:55.816              -0.781190                15.6030                21.5497
17-03-2015 04:50:59.894              -0.794258                12.9106                21.6948
17-03-2015 04:51:03.972                4.48671                16.5123                19.6720
17-03-2015 04:51:08.050                3.06230                14.5533                21.3712
17-03-2015 04:51:12.128                2.29853                13.5350                21.9942
17-03-2015 04:51:16.207                1.57683                14.0899                21.8316
17-03-2015 04:51:20.285                2.97937                14.6990                22.0240
17-03-2015 04:51:24.363               0.220106                14.1644                22.0053
17-03-2015 04:51:28.441                2.71723                16.4207                20.7867
17-03-2015 04:51:32.519                3.64475                15.0675                21.5999
17-03-2015 04:51:36.597                4.65279                14.0523                22.1502
17-03-2015 04:51:40.676                1.79814                15.9371                21.4074
17-03-2015 04:51:44.754                5.38869                11.7672                22.5857
17-03-2015 04:51:48.832                4.74161                12.2450                23.1879
17-03-2015 04:51:52.910                4.75938                13.9950                22.7156
17-03-2015 04:51:56.988                3.22601                15.3098                22.1687
17-03-2015 04:52:01.067                7.54444                12.0058                23.0464
17-03-2015 04:52:05.145                2.50332                14.4110                22.6262
17-03-2015 04:52:09.223                2.01705                14.6095                22.4590
17-03-2015 04:52:13.301                7.37758                14.4978                22.7403
17-03-2015 04:52:17.379                5.22157                13.0220                23.5137
17-03-2015 04:52:21.457                2.37254                14.0001                23.4220
17-03-2015 04:52:25.536                3.83406                13.8238                23.4687
17-03-2015 04:52:29.614                4.06099                14.2342                22.3872
17-03-2015 04:52:33.692                7.21197                15.3225                21.2465
17-03-2015 04:52:37.770                5.38414                15.8310                21.1399
17-03-2015 04:52:41.848                6.60062                13.6160                21.5182
17-03-2015 04:52:45.926                4.44670                15.8911                21.8838
17-03-2015 04:52:50.005                6.59896                14.3301                22.4502
17-03-2015 04:52:54.083                2.78701                13.4791                23.1601
17-03-2015 04:52:58.161                2.68294                15.9771                21.4652
17-03-2015 04:53:02.239                2.07390                15.2294                21.9569
17-03-2015 04:53:06.317                2.12578                15.0061                22.3890
17-03-2015 04:53:10.396                1.23205                16.1789                21.8370
17-03-2015 04:53:14.474                5.17753                13.4349                23.8168
17-03-2015 04:53:18.552                2.71567                13.2634                23.9218
17-03-2015 04:53:22.630               -1.32534                17.0615                23.1250
17-03-2015 04:53:26.708                3.82099                13.6759                24.8688
17-03-2015 04:53:30.786                4.97189                13.0940                25.0541
17-03-2015 04:53:34.865                2.63043                14.7230                24.1138
17-03-2015 04:53:38.943                1.58129                15.6988                23.8936
17-03-2015 04:53:43.021                1.95187                14.2458                24.5636
17-03-2015 04:53:47.099                2.22983                14.5178                24.6399
17-03-2015 04:53:51.177                3.64599                16.1228                23.0704
17-03-2015 04:53:55.256                3.44025                15.2106                23.2156
