관측일자(OBSR_YMD)	임계주파수F2층값(FO_F2_VALUE)	F2층높이(F2_HG)
2024-03-22 07:37:30	10.9	297.5
2024-03-22 07:30:00	10.75	284.703
2024-03-22 07:22:30	10.775	294.637
2024-03-22 07:15:00	10.7	285.279
2024-03-22 07:07:30	10.725	282.584
2024-03-22 07:00:00	10.85	301.289
2024-03-22 06:52:30	10.775	287.116
2024-03-22 06:45:00	10.825	289.078
2024-03-22 06:37:30	10.8	285.214
2024-03-22 06:30:00	10.825	287.774
2024-03-22 06:22:30	10.875	282.818
2024-03-22 06:15:00	10.95	280.988
2024-03-22 06:07:30	11.025	278.601
2024-03-22 06:00:00	11.175	282.454
2024-03-22 05:52:30	11.25	274.573
2024-03-22 05:45:00	11.475	282.226
2024-03-22 05:37:30	11.625	277.902
2024-03-22 05:30:00	11.9	272.139
2024-03-22 05:22:30	12.125	282.649
2024-03-22 05:15:00	12.05	271.545
2024-03-22 05:07:30	12.275	276.638
2024-03-22 05:00:00	12.4	284.229
2024-03-22 04:52:30	12.425	280.442
2024-03-22 04:45:00	12.55	275.472
2024-03-22 04:37:30	12.725	280.816
2024-03-22 04:30:00	12.85	285.741
2024-03-22 04:22:30	12.9	280.52
2024-03-22 04:15:00	12.85	279.527
2024-03-22 04:07:30	12.725	272.455
2024-03-22 04:00:00	12.8	280.646
2024-03-22 03:52:30	12.75	277.102
2024-03-22 03:45:00	12.625	273.927
2024-03-22 03:37:30	12.7	276.391
2024-03-22 03:30:00	12.425	266.366
2024-03-22 03:22:30	12.875	275.007
2024-03-22 03:15:00	12.85	270.399
2024-03-22 03:07:30	12.9	278.184
2024-03-22 03:00:00	12.8	272.312
2024-03-22 02:52:30	12.925	262.141
2024-03-22 02:45:00	13.05	268.673
2024-03-22 02:37:30	13.05	269.506
2024-03-22 02:30:00	12.95	269.507
2024-03-22 02:22:30	12.85	279.298
2024-03-22 02:15:00	12.65	277.535
2024-03-22 02:07:30	12.425	278.994
2024-03-22 02:00:00	12.15	273.315
2024-03-22 01:52:30	12.025	279.98
2024-03-22 01:45:00	11.6	259.849
2024-03-22 01:37:30	11.75	269.391
2024-03-22 01:30:00	11.875	271.325
2024-03-22 01:22:30	11.875	264.586
2024-03-22 01:15:00	11.95	267.954
2024-03-22 01:07:30	11.925	266.789
2024-03-22 01:00:00	11.6	264.442
2024-03-22 00:52:30	11.275	265.887
2024-03-22 00:45:00	11.025	269.957
2024-03-22 00:37:30	10.725	273.433
2024-03-22 00:30:00	10.35	272.466
2024-03-22 00:22:30	10	267.333
2024-03-22 00:15:00	9.9	262.192
2024-03-22 00:07:30	9.85	267.191
2024-03-22 00:00:00	9.85	270.074
